,franquicia,titulo_original,recaudacion
41589,The Muppet Collection,Muppets Most Wanted,80383290.0
41605,The Discworld Collection,Going Postal,0.0
41611,The Raid Collection,The Raid 2: Berandal,2627209.0
41635,Trancers Collection,Trancers II: The Return of Jack Deth,0.0
41641,The Amazing Spider-Man Collection,The Amazing Spider-Man 2,705717432.0
41653,Son of Batman Collection,Son of Batman,0.0
41668,Trancers Collection,Trancers 3: Deth Lives,0.0
41674,God's Not Dead Collection,God's Not Dead,29789000.0
41675,Rio Collection,Rio 2,500188435.0
41691,Hatchet Collection,Hatchet III,0.0
41699,A Haunted House Collection,A Haunted House 2,0.0
41703,Mulan Collection,Mulan II,0.0
41811,"Ninja, Band of Assassins Collection",Shinobi no mono: Kirigakure Saizo,0.0
41815,Super Giant Collection,Attack from Space,0.0
41827,A Golden Christmas Collection,3 Holiday Tails,0.0
41830,A Golden Christmas Collection,A Golden Christmas,0.0
41833,A Golden Christmas Collection,A Golden Christmas 3,0.0
41836,Neighbors Collection,Neighbors,268157400.0
41839,Alpha and Omega Collection,Alpha and Omega 2: A Howl-iday Adventure,0.0
41845,Alpha and Omega Collection,Alpha and Omega 3: The Great Wolf Games,0.0
41853,Into the Blue Collection,Into the Blue 2: The Reef,0.0
41857,Super Giant Collection,Atomic Rulers,0.0
41861,"Martin Scorsese’s World Cinema Project, Vol. 1",Redes,0.0
41865,Zatôichi: The Blind Swordsman,Zatōichi kenka-daiko,0.0
41868,X-Men Collection,X-Men: Days of Future Past,747862775.0
41924,"Martin Scorsese’s World Cinema Project, Vol. 1",El hal,0.0
41928,Zatôichi: The Blind Swordsman,Zatōichi hatashi-jō,0.0
41931,Zatôichi: The Blind Swordsman,Zatōichi goyō-tabi,0.0
41937,Zatôichi: The Blind Swordsman,Shin Zatōichi monogatari: Oreta tsue,0.0
41943,Zatôichi: The Blind Swordsman,Shin Zatōichi monogatari: Kasama no chimatsuri,0.0
41947,Super Giant Collection,Invaders from Space,0.0
41951,The Worricker Collection,Turks & Caicos,0.0
41971,The Worricker Collection,Salting the Battlefield,0.0
41980,Vixens Collection,Beneath the Valley of the Ultra-Vixens,0.0
41981,Mission: Impossible Collection,Mission: Impossible - Rogue Nation,682330139.0
42107,Bad Ass Collection,Bad Ass 2: Bad Asses,0.0
42111,The Hamiltons Collection,The Thompsons,0.0
42115,Tangled Collection,Tangled Ever After,0.0
42119,Jump Street Collection,22 Jump Street,188441614.0
42143,How to Train Your Dragon Collection,How to Train Your Dragon 2,609123048.0
42155,Dracula (Hammer Series),The Legend of the 7 Golden Vampires,0.0
42171,Saints and Soldiers Collection,Saints and Soldiers: Airborne Creed,0.0
42175,Think Like a Man Collection,Think Like a Man Too,70181428.0
42177,Transformers Collection,Transformers: Age of Extinction,1091405097.0
42201,Planes Collection,Planes: Fire & Rescue,151165787.0
42217,Planet of the Apes (Reboot) Collection,Dawn of the Planet of the Apes,710644566.0
42229,Ju-on Collection,呪怨: 終わりの始まり,0.0
42230,Gunbuster Collection,トップをねらえ！＆トップをねらえ２！合体劇場版!!,0.0
42239,The Purge Collection,The Purge: Anarchy,108782847.0
42259,Guardians of the Galaxy Collection,Guardians of the Galaxy,773328629.0
42283,The Expendables Collection,The Expendables 3,206172544.0
42319,Paradise Trilogy,Paradies: Hoffnung,6701.0
42328,Detective Collection,C+ jing taam,0.0
42332,Nick Carter Collection,Sky Murder,0.0
42333,Father and Guns Collection,De père en flic,0.0
42335,The Trip Collection,The Trip to Italy,0.0
42337,Largo Winch Collection,Largo Winch II,0.0
42445,Step Up Collection,Step Up All In,86165646.0
42451,Sharktopus Collection,Sharktopus vs Pteracuda,0.0
42454,Teenage Mutant Ninja Turtles (Remake) Collection,Teenage Mutant Ninja Turtles,477200000.0
42469,Mr. Wong Collection,Mr. Wong in Chinatown,0.0
42471,Antboy Collection,Antboy,0.0
42474,Antboy Collection,Antboy II: Den røde furies hævn,0.0
42482,Appleseed Collection,Appleseed Alpha,0.0
42488,The Carry On Collection,Carry On... Up the Khyber,0.0
42490,The Durango Kid,Snake River Desperadoes,0.0
42491,The Inbetweeners Collection,The Inbetweeners 2,0.0
42493,Jesse Stone Collection,Jesse Stone: Thin Ice,0.0
42508,Sin City Collection,Sin City: A Dame to Kill For,39407616.0
42522,Charlie Chan (Sidney Toler) Collection,The Scarlet Clue,0.0
42526,Cat Run Collection,Cat Run 2,0.0
42528,Charlie Chan (Sidney Toler) Collection,Charlie Chan in the Secret Service,0.0
42531,Atlas Shrugged Collection,Atlas Shrugged Part III: Who is John Galt?,846704.0
42534,Saint Seiya Collection,聖闘士星矢 LEGEND of SANCTUARY,0.0
42537,The Carry On Collection,Carry On Spying,0.0
42541,Charlie Chan (Sidney Toler) Collection,Castle in the Desert,0.0
42545,The Maze Runner Collection,The Maze Runner,348319861.0
42569,Sharknado Collection,Sharknado 2: The Second One,0.0
42575,Kati Collection,Beste Zeit,0.0
42578,Trailer Park Boys Collection,Trailer Park Boys: Don't Legalize It,0.0
42579,The Cabin Fever Collection,Cabin Fever: Patient Zero,0.0
42582,Annabelle Collection,Annabelle,255273813.0
42586,Madicken,Madicken på Junibacken,0.0
42594,Charlie Chan (Warner Oland) Collection,Charlie Chan at Monte Carlo,0.0
42602,Charlie Chan (Warner Oland) Collection,Charlie Chan at the Circus,0.0
42606,Torrente Collection,Torrente 3: El protector,0.0
42608,Charlie Chan (Warner Oland) Collection,Charlie Chan at the Olympics,0.0
42612,Charlie Chan (Warner Oland) Collection,Charlie Chan at the Opera,0.0
42616,House Collection,House III: The Horror Show,1738897.0
42617,Alien Nation Collection,Alien Nation: The Udara Legacy,0.0
42618,Jackass Collection,Jackass Presents: Bad Grandpa .5,0.0
42621,Swan Princess Series,The Swan Princess: Escape from Castle Mountain,273644.0
42653,Lassie (Kinofilme),Challenge to Lassie,0.0
42661,John Wick Collection,John Wick,88761661.0
42751,The Disappearance Of Eleanor Rigby,The Disappearance of Eleanor Rigby: Them,985007.0
42756,The Adventures of Antoine Doinel,Antoine et Colette,0.0
42759,Jungledyret Hugo Collection,"Jungledyret Hugo 3: Fræk, flabet og fri",0.0
42762,Charlie Chan (Warner Oland) Collection,Charlie Chan at the Race Track,0.0
42766,Charlie Chan (Sidney Toler) Collection,Charlie Chan at the Wax Museum,0.0
42771,Charlie Chan (Sidney Toler) Collection,Charlie Chan at Treasure Island,0.0
42773,Charlie Chan (Sidney Toler) Collection,City in Darkness,0.0
42777,Charlie Chan (Sidney Toler) Collection,Charlie Chan in Honolulu,0.0
42782,Swan Princess Series,The Swan Princess: The Mystery of the Enchanted Kingdom,0.0
42785,Charlie Chan (Sidney Toler) Collection,Charlie Chan in Panama,0.0
42790,Charlie Chan (Warner Oland) Collection,Charlie Chan in Paris,0.0
42795,Charlie Chan (Sidney Toler) Collection,Charlie Chan in Reno,0.0
42797,Charlie Chan (Sidney Toler) Collection,Charlie Chan in Rio,0.0
42802,Charlie Chan (Sidney Toler) Collection,The Chinese Cat,0.0
42806,Charlie Chan (Warner Oland) Collection,Charlie Chan on Broadway,0.0
42810,Jungledyret Hugo Collection,Jungledyret,0.0
42814,Charlie Chan (Warner Oland) Collection,Charlie Chan's Chance,0.0
42815,Charlie Chan (Warner Oland) Collection,Charlie Chan's Courage,0.0
42816,The Mummy (Hammer Series),The Mummy's Shroud,0.0
42817,The Mummy (Hammer Series),Blood from the Mummy's Tomb,0.0
42818,Ouija Collection,Ouija,103590271.0
42836,Jungledyret Hugo Collection,Jungledyret Hugo 2: Den store filmhelt,0.0
42840,S.W.A.T. Collection,S.W.A.T.: Firefight,0.0
42849,Blondie Collection,Blondie on a Budget,0.0
42850,Detective Dee Collection,狄仁杰之神都龙王,72287783.0
42866,The Hire,The Hire: Star,0.0
42869,Charlie Chan (Warner Oland) Collection,Charlie Chan's Greatest Case,0.0
42870,Charlie Chan (Sidney Toler) Collection,Charlie Chan's Murder Cruise,0.0
42874,Charlie Chan (Warner Oland) Collection,Charlie Chan's Secret,0.0
42878,Charlotte's Web Collection,Charlotte's Web 2: Wilbur's Great Adventure,0.0
42926,A Better Tomorrow Collection,Ying hung boon sik III jik yeung ji gor,0.0
42950,The Marine Collection,The Marine 2,0.0
42962,Dead in Tombstone Collection,Dead in Tombstone,0.0
42970,Behind Enemy Lines Collection,Seal Team Eight: Behind Enemy Lines,0.0
42976,The Land Before Time Collection,The Land Before Time IV: Journey Through the Mists,0.0
42979,The Land Before Time Collection,The Land Before Time V: The Mysterious Island,0.0
42982,The Land Before Time Collection,The Land Before Time VI: The Secret of Saurus Rock,0.0
42984,Fievel Collection,An American Tail: The Treasure of Manhattan Island,0.0
42987,Fievel Collection,An American Tail: The Mystery of the Night Monster,0.0
42993,The Marine Collection,The Marine 3: Homefront,0.0
42996,Paradise Trilogy,Paradies: Liebe,24267.0
43005,Children of the Corn Collection,Children of the Corn,0.0
43008,Children of the Corn Collection,Children of the Corn 666: Isaac's Return,0.0
43010,Children of the Corn Collection,Children of the Corn V: Fields of Terror,0.0
43012,Children of the Corn Collection,Children of the Corn: Genesis,0.0
43016,Children of the Corn Collection,Children of the Corn: Revelation,0.0
43018,Elling Collection,Elsk meg i morgen,0.0
43019,Hopalong Cassidy films,Colt Comrades,0.0
43025,Wolf Creek Collection,Wolf Creek 2,9630444.0
43045,Tinker Bell Collection,Secret of the Wings,0.0
43069,Tinker Bell Collection,Tinker Bell and the Lost Treasure,0.0
43093,Lassie (Kinofilme),Courage of Lassie,0.0
43096,Cowgirls n' Angels Collection,Cowgirls n' Angels,120680.0
43098,Sniper Collection,Sniper: Legacy,0.0
43102,Cyborg Collection,Cyborg 3: The Recycler,0.0
43114,Cyborg Cop Trilogy,Cyborg Cop II,0.0
43116,Cyborg Cop Trilogy,Cyborg Cop III,0.0
43122,Cowgirls n' Angels Collection,Dakota's Summer,0.0
43123,Charlie Chan (Sidney Toler) Collection,Dangerous Money,0.0
43125,Kickboxer Collection,Kickboxer 5: The Redemption,0.0
43128,New Kids Collection,New Kids Nitro,0.0
43130,The Whistler collection,The Whistler,0.0
43134,Charlie Chan (Sidney Toler) Collection,Dark Alibi,0.0
43138,Dead Snow Collection,Død Snø 2,37473.0
43165,Inner Sanctum mysteries,Dead Man's Eyes,0.0
43167,Charlie Chan (Sidney Toler) Collection,Dead Men Tell,0.0
43172,Zatôichi: The Blind Swordsman,座頭市,0.0
43174,Dark Planet Collection,Obitaemyy Ostrov. Skhvatka,5873871.0
43177,Hamilton Collection,Hamilton - I nationens intresse,0.0
43201,Warriors of the Rainbow: The Seediq Bale Saga,賽德克．巴萊(上)太陽旗,0.0
43207,"Fat, Sick & Nearly Dead","Fat, Sick & Nearly Dead 2",0.0
43210,Babysitting,Babysitting,0.0
43216,The Fly (1958 series),Curse of the Fly,0.0
43218,Fu Manchu Collection,The Brides of Fu Manchu,0.0
43230,The Hunger Games Collection,The Hunger Games: Mockingjay - Part 1,752100229.0
43236,The Bible Collection,The Apocalypse,0.0
43244,Werner Collection,Werner - Beinhart!,0.0
43246,Ski School Collection,Ski School,0.0
43248,Dumb and Dumber Collection,Dumb and Dumber To,169837010.0
43252,The Yes Men Collection,The Yes Men Are Revolting,0.0
43258,Charlie Chan (Sidney Toler) Collection,Murder Over New York,0.0
43263,Painted Skin Collection,Hua pi,0.0
43299,Dolphin Tale Collection,Dolphin Tale 2,52424533.0
43307,Aashiqui Collection,Aashiqui 2,16000000.0
43311,The ABCs of Death Collection,ABCs of Death 2,7171.0
43416,Valami Amerika gyűjtemény,Valami Amerika 2,0.0
43417,20th Century Boys Collection,２０世紀少年< 第1章> 終わりの始まり,31244858.0
43429,If You Are the One (Collection),非誠勿擾,0.0
43432,V/H/S Collection,V/H/S: Viral,2756.0
43436,Lupin the Third Collection,ルパン三世,0.0
43442,The Monkey King Collection,西遊記之大鬧天宮,0.0
43454,Les Tuche,Les Tuche,0.0
43455,Care Bears Collection,The Care Bears Adventure in Wonderland,2608000.0
43457,Alien Nation Collection,Alien Nation: Dark Horizon,0.0
43458,Alien Nation Collection,Alien Nation: Body and Soul,0.0
43460,Alien Nation Collection,Alien Nation: The Enemy Within,0.0
43461,Alien Nation Collection,Alien Nation: Millennium,0.0
43463,Jurassic Park Collection,Jurassic World,1513528810.0
43483,Asterix and Obelix (Animation) Collection,Astérix: Le domaine des dieux,0.0
43549,Cat Stevens y Hutch Bessy Trilogy,Dio perdona … io no!,0.0
43553,Horrible Bosses Collection,Horrible Bosses 2,107670357.0
43556,The 36th Chamber of Shaolin Collection,霹靂十傑,0.0
43560,The Doctor Series,Doctor at Large,0.0
43562,The Doctor Series,Doctor in Distress,0.0
43563,The Doctor Series,Doctor in the House,0.0
43564,Dr. Dolittle Collection,Dr. Dolittle: Million Dollar Mutts,0.0
43567,Dr. Dolittle Collection,Dr. Dolittle: Tail to the Chief,0.0
43570,DragonHeart Collection,DragonHeart: A New Beginning,0.0
43574,Drunken Master Collection,醉拳III,0.0
43580,Madagascar Collection,Penguins of Madagascar,373552094.0
43584,The Maze Runner Collection,Maze Runner: The Scorch Trials,311256926.0
43587,The Doctor Series,Doctor at Sea,0.0
43588,Nativity Collection,Nativity 2: Danger in the Manger!,0.0
43590,Trailer Park Boys Collection,Trailer Park Boys: Live at the North Pole,0.0
43591,Cleopatra Jones,Cleopatra Jones and the Casino of Gold,0.0
43627,Home Alone Collection,Home Alone: The Holiday Heist,0.0
43663,The Protector Collection,ต้มยำกุ้ง 2,3302463.0
43664,The Omen Collection,Omen IV: The Awakening,0.0
43676,Ninjas vs. Collection,Ninjas vs. Zombies,0.0
43679,Six Swedes Collection,Sechs Schwedinnen von der Tankstelle,0.0
43680,Cinderella Story Collection,A Cinderella Story: Once Upon a Song,0.0
43683,Bring It On Collection,Bring It On: In It To Win It,0.0
43685,Jarhead Collection,Jarhead 2: Field of Fire,0.0
43691,Jingle All the Way Collection,Jingle All the Way 2,0.0
43695,The Hobbit Collection,The Hobbit: The Battle of the Five Armies,956019788.0
43725,Zorro Collection,Zorro,0.0
43741,Ringo Collection,Il ritorno di Ringo,0.0
43765,Ringo Collection,Una pistola per Ringo,0.0
43777,House of the Dead Collection,House of the Dead 2,0.0
43779,Flower and Snake Collection,Hana to hebi: kyûkyoku nawa chôkyô,0.0
43781,Grey Gardens Collection,The Beales of Grey Gardens,0.0
43783,Il Maresciallo Giraldi Collection,Squadra antiscippo,0.0
43787,Il Maresciallo Giraldi Collection,Squadra antifurto,0.0
43789,Il Maresciallo Giraldi Collection,Squadra antitruffa,0.0
43790,Il Maresciallo Giraldi Collection,Squadra antimafia,0.0
43794,Il Maresciallo Giraldi Collection,Squadra antigangsters,0.0
43796,Il Maresciallo Giraldi Collection,Assassinio sul Tevere,0.0
43799,Il Maresciallo Giraldi Collection,Delitto a Porta Romana,0.0
43800,Il Maresciallo Giraldi Collection,Delitto al ristorante cinese,0.0
43803,Il Maresciallo Giraldi Collection,Delitto sull'autostrada,0.0
43805,Il Maresciallo Giraldi Collection,Delitto al Blue Gay,0.0
43806,Kingsman Collection,Kingsman: The Secret Service,414351546.0
43838,Night at the Museum Collection,Night at the Museum: Secret of the Tomb,349424282.0
43878,Little Nicholas Collection,Les Vacances du Petit Nicolas,0.0
43896,The Carry On Collection,Carry On Teacher,0.0
43898,The Carry On Collection,Carry On Constable,0.0
43899,Anche gli angeli - Collezione,Anche gli angeli mangiano fagioli,0.0
43917,The Prophecy Collection,The Prophecy: Forsaken,0.0
43925,Anche gli angeli - Collezione,Anche gli angeli tirano di destro,0.0
43927,Trilogy Marseillaise,Fanny,0.0
43929,FernGully Collection,FernGully 2: The Magical Rescue,0.0
43953,L'allenatore nel pallone - Collezione,L'allenatore nel pallone 2,10743767.0
43958,Sharpe Collection,Sharpe's Gold,0.0
43967,Sharpe Collection,Sharpe's Battle,0.0
43979,Sharpe Collection,Sharpe's Sword,0.0
43997,Sharpe Collection,Sharpe's Eagle,0.0
44045,"Silent Night, Deadly Night Collection","Silent Night, Deadly Night 5: The Toy Maker",0.0
44047,Garfield (Animation) Collection,Garfield Gets Real,0.0
44050,Garfield (Animation) Collection,Garfield's Fun Fest,0.0
44056,Cheech & Chong Collection,Cheech & Chong Get Out of My Room,0.0
44058,"No Retreat, No Surrender Collection","No Retreat, No Surrender 2: Raging Thunder",108154.0
44074,Taken Collection,Taken 3,325771424.0
44110,Beck Collection,Beck 27 - Rum 302,0.0
44119,The Terminator Collection,Terminator Genisys,440603537.0
44131,The Woman in Black Collection,The Woman in Black 2: Angel of Death,26501323.0
44185,Johan Falk GSI Collection,Johan Falk: GSI - Gruppen för särskilda insatser,0.0
44187,Johan Falk GSI Collection,Johan Falk: Vapenbröder,0.0
44191,Freche Mädchen Filmreihe,Freche Mädchen,0.0
44199,I due carabinieri Collecion,I due carabinieri,0.0
44200,Korengal Valley Documentaries,Korengal,0.0
44203,The Hire,The Hire: Powder Keg,0.0
44205,The Hire,The Hire: Chosen,0.0
44207,The Hire,The Hire: Ambush,0.0
44209,The Hire,The Hire: Ticker,0.0
44211,The Hire,The Hire: Beat the Devil,0.0
44214,The Hire,The Hire: Hostage,0.0
44216,The Reef Collection,The Reef 2: High Tide,0.0
44224,Disney Buddies Collection,Space Buddies,0.0
44296,Viy Collection,Viy,34592118.0
44344,The Water of the Hills,Manon des sources,0.0
44345,101 Dalmatians (Animated) Collection,101 Dalmatians II: Patch's London Adventure,0.0
44349,National Lampoon’s Van Wilder Collection,Van Wilder: Freshman Year,0.0
44351,V: The Collection,V,0.0
44355,Highlander Collection,Highlander V: The Source,0.0
44373,Seed Collection,Seed,0.0
44375,StreetDance Collection,StreetDance 2,0.0
44379,Wrong Turn Collection,Wrong Turn 5: Bloodlines,0.0
