,titulo_original,duracion,año_realizacion
44642,The Substitute 2: School's Out,89.0,1998
44651,Maniac Cop 3,85.0,1993
44654,Onibi,101.0,1997
44656,Jungle Man-Eaters,68.0,1954
44657,Valley of Head Hunters,67.0,1953
44658,Voodoo Tiger,67.0,1952
44659,Tarzan and the Amazons,76.0,1945
44665,Snow Buddies,87.0,2008
44668,Shark Attack 2,98.0,2001
44716,Winnetou II,94.0,1964
44732,Beck 28 - Familjen,90.0,2015
44741,The Feathered Serpent,68.0,1948
44744,The Sky Dragon,64.0,1949
44747,When A Stranger Calls Back,94.0,1993
44751,Tooth Fairy 2,90.0,2012
44753,Sometimes They Come Back... for More,89.0,1998
44754,The Land Before Time VII: The Stone of Cold Fire,75.0,2000
44769,Winnetou III,93.0,1965
44781,Vampires: The Turning,84.0,2005
44784,The Land Before Time IX: Journey to the Big Water,71.0,2002
44800,Walking Tall: The Payback,88.0,2007
44803,Thorne: Sleepyhead,125.0,2010
44815,Stir of Echoes: The Homecoming,89.0,2007
44819,TekWar: TekJustice,100.0,1994
44821,The Land Before Time VIII: The Big Freeze,75.0,2001
44827,War of the Colossal Beast,69.0,1958
44831,The Six Million Dollar Man,90.0,1973
44833,The Land Before Time X: The Great Longneck Migration,84.0,2003
44839,Joy Ride 3,96.0,2014
44840,Hercules and the Amazon Women,91.0,1994
44856,Howling VI: The Freaks,102.0,1991
44858,Vi hade i alla fall tur med vädret,57.0,1980
44859,MVP 2: Most Vertical Primate,87.0,2001
44871,Air Bud: Seventh Inning Fetch,93.0,2002
44880,Air Buddies,80.0,2006
44883,The Search for Santa Paws,89.0,2010
44887,Spooky Buddies,88.0,2011
44923,Treasure Buddies,93.0,2012
44935,Santa Paws 2: The Santa Pups,88.0,2012
44938,Super Buddies,81.0,2013
44941,Warlock III: The End of Innocence,94.0,1999
44943,TekWar: TekLab,105.0,1994
44947,TekWar: TekLords,96.0,1994
44949,Nancy Drew... Trouble Shooter,68.0,1939
44951,Nancy Drew and the Hidden Staircase,60.0,1939
44954,Nancy Drew: Detective,66.0,1938
44956,Mostly Ghostly,93.0,2008
44965,Muscle Beach Party,94.0,1964
44966,Nemesis 4: Death Angel,80.0,1996
44972,Nemesis 3: Time Lapse,85.0,1996
44984,The Curse of the Mummy's Tomb,78.0,1964
44985,Space Chimps 2: Zartog Strikes Back,76.0,2010
44987,Torrente 4: Lethal crisis,93.0,2011
44996,Torrente 5: Operación Eurovegas,105.0,2014
45002,Tengo ganas de ti,75.0,2012
45004,Mad Max: Fury Road,120.0,2015
45028,Insidious: Chapter 3,97.0,2015
45040,Star Wars: The Force Awakens,136.0,2015
45052,Avengers: Age of Ultron,141.0,2015
45061,Avatar 2,0.0,2020
45093,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,2017
45109,Justice League,0.0,2017
45137,Ant-Man,117.0,2015
45140,Deadpool,108.0,2016
45155,Thor: Ragnarok,0.0,2017
45163,Guardians of the Galaxy Vol. 2,137.0,2017
45171,Captain America: Civil War,147.0,2016
45231,X-Men: Apocalypse,144.0,2016
45237,The Gamers: Hands of Fate,125.0,2013
45240,The Gambler Returns: The Luck Of The Draw,180.0,1991
45241,One More Time,92.0,1970
45243,Heidi,100.0,1952
45245,新最佳拍檔,103.0,1989
45246,È tornato Sabata... hai chiuso un'altra volta!,100.0,1971
45278,Happily N'Ever After 2,75.0,2009
45282,Magic Kid,90.0,1993
45285,Hercules and the Lost Kingdom,90.0,1994
45309,Ironclad 2: Battle for Blood,108.0,2014
45321,The Land Before Time XI: Invasion of the Tinysauruses,82.0,2005
45325,Ritual,99.0,2002
45327,Hercules and the Circle of Fire,90.0,1994
45335,Return to Nim's Island,90.0,2013
45339,The Land Before Time XII: The Great Day of the Flyers,77.0,2006
45345,The Substitute 4: Failure Is Not an Option,91.0,2001
45347,Hercules in the Maze of the Minotaur,90.0,1994
45363,The Great St. Trinian's Train Robbery,93.0,1966
45365,In the Name of the King III,85.0,2013
45373,Hercules in the Underworld,91.0,1994
45381,Thorne: Scaredycat,128.0,2010
45385,One Spy Too Many,102.0,1966
45387,The Spy in the Green Hat,92.0,1967
45392,Skylark,95.0,1993
45404,The Jade Mask,66.0,1945
45407,Hayride,93.0,2012
45409,The Golden Eye,69.0,1948
45412,The Casino Murder Case,82.0,1935
45415,Whistling in the Dark,78.0,1941
45417,Whistling in Dixie,74.0,1942
45420,Whistling in Brooklyn,87.0,1943
45424,Kevin Smith: Too Fat For 40,117.0,2010
45427,The Shanghai Cobra,64.0,1945
45429,House Party 4: Down to the Last Minute,96.0,2001
45430,Снежная королева,76.0,2012
45432,Trapped in the Closet: Chapters 13-22,48.0,2007
45435,The Land Before Time XIII: The Wisdom of Friends,76.0,2007
45437,御用牙　かみそり半蔵地獄責め,89.0,1973
45445,The Lone Wolf Spy Hunt,71.0,1939
45447,Skeleton Key 2: 667 Neighbor of the Beast,123.0,2008
45448,Ring of Fire II: Blood and Steel,94.0,1993
45451,Tarzan's Greatest Adventure,88.0,1959
45452,Guardie e ladri,105.0,1951
45470,Hills of Home,97.0,1948
45478,Justice League: Throne of Atlantis,72.0,2015
45486,The Ouija Experiment,88.0,2011
45488,Urmel aus dem Eis,87.0,2006
45491,Kenny Rogers as The Gambler,94.0,1980
45492,Le grand bazar,86.0,1973
45493,Witchboard III: The Possession,93.0,1995
45505,Unstable Fables: Tortoise vs. Hare,80.0,2008
45532,Shadows Over Chinatown,64.0,1946
45536,TekWar,97.0,1994
45540,御用牙　鬼の半蔵やわ肌小判,84.0,1974
45546,Unstable Fables: 3 Pigs & a Baby,78.0,2008
45548,Richard The Lionheart,100.0,2013
45560,Sweeney!,89.0,1977
45563,The Mark,95.0,2012
45565,Snake Eater,91.0,1989
45567,The Painted Hills,68.0,1951
45571,The Trap,62.0,1946
45574,Walking Tall Part II,109.0,1975
45582,Slap Shot 3: The Junior League,90.0,2008
45585,He Who Dares,82.0,2014
45591,We Still Kill the Old Way,94.0,2014
45592,Isi/Disi - Amor a lo bestia,88.0,2004
45598,Ned Rifle,85.0,2014
45599,Fifty Shades of Grey,125.0,2015
45608,Garfield's Halloween Adventure,25.0,1985
45610,Halloweentown,81.0,1998
45622,Halloweentown II: Kalabar's Revenge,81.0,2001
45626,Halloweentown High,82.0,2004
45636,Fantaghirò,200.0,1991
45644,Le cœur des hommes 2,111.0,2007
45646,"Thank You, Jeeves!",57.0,1936
45647,The Encounter,85.0,2010
45649,"Daddy, I'm A Zombie",80.0,2012
45655,アウトレイジ ビヨンド,110.0,2012
45656,Sunes sommar,83.0,1993
45657,Lotta 2: Lotta flyttar hemifrån,79.0,1993
45660,Lotta på Bråkmakargatan,74.0,1992
45666,Borsalino,126.0,1970
45690,The Fox and the Hound 2,69.0,2006
45702,Joséphine,88.0,2013
45710,The Land Unknown,78.0,1957
45713,Fantômas,99.0,1964
45737,Fantômas se déchaîne,105.0,1965
45777,Fantômas contre Scotland Yard,104.0,1967
45809,Pursuit to Algiers,65.0,1945
45812,The Castle of Fu Manchu,98.0,1969
45872,The Vengeance of Fu Manchu,91.0,1967
45875,En duva satt på en gren och funderade på tillvaron,100.0,2014
46067,パンダコパンダ 雨ふりサーカスの巻,38.0,1973
46075,[REC] 4: Apocalipsis,95.0,2014
46077,Family Guy Presents: Blue Harvest,48.0,2007
46080,Se incontri Sartana prega per la tua morte,95.0,1968
46086,Fantômas: Juve contre Fantômas,59.0,1913
46088,Fantômas: Le mort qui tue,90.0,1913
46090,Fantômas: Fantômas contre Fantômas,59.0,1914
46092,Fantômas: Le faux magistrat,70.0,1914
46094,Screwballs,80.0,1983
46095,Loose Screws,92.0,1985
46096,Screwball Hotel,101.0,1988
46098,"Sono Sartana, il vostro becchino",102.0,1969
46100,C'è Sartana... vendi la pistola e comprati la bara,93.0,1970
46101,"Buon funerale, amigos!... paga Sartana",91.0,1970
46105,Una nuvola di polvere... un grido di morte... arriva Sartana,99.0,1970
46109,Kathleen Madigan: Gone Madigan,64.0,2010
46110,Beethoven's 3rd,99.0,2000
46111,Beethoven's 5th,91.0,2003
46115,Beethoven's Big Break,101.0,2008
46117,Beethoven's Treasure Tail,98.0,2014
46120,Beethoven's Christmas Adventure,90.0,2011
46124,Le avventure dell'incredibile Ercole,88.0,1985
46128,Beck 04 - Öga för öga,90.0,1998
46129,Uuno Epsanjassa,105.0,1985
46131,Sune i Grekland: All Inclusive,95.0,2012
46139,Mark il poliziotto,90.0,1975
46143,Mark il poliziotto spara per primo,95.0,1975
46144,Mark colpisce ancora,0.0,1976
46146,Üvegtigris,105.0,2001
46147,The Gruffalo's Child,26.0,2011
46155,Sällskapsresan II - Snowroller,91.0,1985
46175,SOS – en segelsällskapsresa,104.0,1988
46179,Jönssonligan får guldfeber,101.0,1984
46189,Jönssonligan dyker upp igen,88.0,1986
46197,Jönssonligan på Mallorca,101.0,1989
46200,Jönssonligan och den svarta diamanten,104.0,1992
46201,Jönssonligans största kupp,99.0,1995
46225,Jönssonligan spelar högt,92.0,2000
46226,Lilla Jönssonligan och Cornflakeskuppen,90.0,1996
46228,Lilla Jönssonligan på styva linan,104.0,1997
46229,Wild Geese II,125.0,1985
46233,Dragonheart 3: The Sorcerer's Curse,97.0,2015
46236,Bride of Boogedy,90.0,1987
46239,Chaar Sahibzaade,134.0,2014
46275,Hababam Sınıfı Sınıfta Kaldı,91.0,1975
46276,"Ilsa, Harem Keeper of the Oil Sheiks",94.0,1976
46278,"Honey, We Shrunk Ourselves",74.0,1997
46283,House IV,94.0,1992
46287,Gamera tai Shinkai kaijû Jigura,87.0,1971
46290,Stitch! The Movie,60.0,2003
46293,Hot Tub Time Machine 2,93.0,2015
46296,Greta - Haus ohne Männer,90.0,1977
46302,Tarzan's Savage Fury,81.0,1952
46304,The Gamers,48.0,2002
46308,Garage Sale Mystery,120.0,2013
46309,The SpongeBob Movie: Sponge Out of Water,93.0,2015
46333,Sold Out: A Threevening with Kevin Smith,223.0,2008
46335,富江 アンリミテッド,85.0,2011
46338,The Second Best Exotic Marigold Hotel,122.0,2015
46350,Twins of Evil,87.0,1971
46352,George Carlin: It's Bad for Ya!,70.0,2008
46354,Täcknamn Coq Rouge,87.0,1989
46394,ДухLess,100.0,2012
46396,攻殻機動隊ARISE border : 1 Ghost Pain,58.0,2013
46412,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48.0,2015
46416,Urmel voll in Fahrt,84.0,2008
46424,Tom and Jerry: The Lost Dragon,57.0,2014
46427,マルドゥック・スクランブル 燃焼,64.0,2011
46435,STAND BY ME ドラえもん,90.0,2014
46441,Saints and Soldiers: The Void,96.0,2014
46447,Frozen Fever,8.0,2015
46453,Blue Collar Comedy Tour: One for the Road,108.0,2006
46454,Carry On Cowboy,93.0,1966
46456,Gidget Goes Hawaiian,101.0,1961
46459,Tribulation,95.0,2000
46462,劇場版 カードキャプターさくら 封印されたカード,80.0,2000
46492,Rubinrot,122.0,2013
46512,Insurgent,119.0,2015
46524,La vérité si je mens !,100.0,1997
46530,ベルセルク 黄金時代篇II ドルドレイ攻略,98.0,2012
46542,ベルセルク 黄金時代篇I 覇王の卵,76.0,2012
46567,ベルセルク 黄金時代篇III 降臨,110.0,2013
46579,The Brave Little Toaster Goes to Mars,73.0,1998
46581,B+ Jing Taam,101.0,2011
46583,The Disappearance of Eleanor Rigby: Her,100.0,2014
46587,The Disappearance of Eleanor Rigby: Him,89.0,2014
46597,Furious 7,137.0,2015
46617,貞子3D,96.0,2012
46618,劇場版「空の境界」第五章 矛盾螺旋,114.0,2008
46628,The Happy Hooker,98.0,1975
46631,Delta Force 3: The Killing Game,97.0,1991
46633,The Happy Hooker Goes To Washington,89.0,1977
46635,Eskimo Limon,95.0,1978
46641,Robotech: The Movie,87.0,1986
46655,The Stud,95.0,1978
46659,Spiders 2: Breeding Ground,96.0,2001
46661,Petals on the Wind,85.0,2014
46685,Killer Crocodile,90.0,1989
46687,George Carlin: Life Is Worth Losing,74.0,2005
46690,仁義なき戦い 広島死闘篇,100.0,1973
46693,仁義なき戦い 代理戦争,119.0,1973
46696,仁義なき戦い 完結篇,100.0,1974
46699,仁義なき戦い 頂上作戦,118.0,1974
46702,Stargate SG-1: Children of the Gods - Final Cut,92.0,2009
46720,Neues vom Wixxer,98.0,2007
46722,Santa's Apprentice,80.0,2010
46758,Sex Up - ich könnt' schon wieder,91.0,2005
46759,Cinderella III: A Twist in Time,74.0,2007
46763,"Der kleine Eisbär - Neue Abenteuer, neue Freunde",0.0,2002
46767,"Mädchen, Mädchen 2 - Loft oder Liebe",88.0,2004
46769,Rudolph the Red-Nosed Reindeer: The Movie,83.0,1998
46771,Lucky Luke: La Ballade des Dalton,82.0,1978
46783,Casper's Haunted Christmas,84.0,2000
46789,Erkan & Stefan gegen die Mächte der Finsternis,80.0,2002
46790,Erkan & Stefan in Der Tod kommt krass,97.0,2005
46791,Flodder 3,90.0,1995
46792,Tom and Jerry: A Nutcracker Tale,46.0,2007
46802,Kleines Arschloch - Der Film,82.0,1997
46804,Mädchen Mädchen!,90.0,2001
46806,Werner - Das muss kesseln!!!,85.0,1996
46808,Werner - Volles Rooäää!!!,77.0,1999
46812,7 Zwerge - Der Wald ist nicht genug,95.0,2006
46813,Knallharte Jungs,83.0,2002
46814,Dead Rising,118.0,2015
46822,О чём говорят мужчины,93.0,2010
46824,Harte Jungs,95.0,2000
46826,Werner - Gekotzt wird später!,80.0,2003
46830,Brother Bear 2,73.0,2006
46833,Schule,99.0,2000
46834,Sabrina the Teenage Witch,91.0,1996
46839,Thunderhead - Son of Flicka,78.0,1945
46841,るろうに剣心　伝説の最期編,135.0,2014
46853,るろうに剣心 京都大火編,138.0,2014
46859,The Houses October Built,91.0,2014
46861,Hardbodies 2,88.0,1986
46862,Hardbodies,88.0,1984
46864,Manuale d'amore 3,116.0,2011
46866,Batman vs. Robin,72.0,2015
46878,7 Zwerge - Männer allein im Wald,95.0,2004
46879,Белка и Стрелка. Звёздные собаки,85.0,2010
46883,"Sarah, Plain and Tall - Winter's End",95.0,1999
46887,Paul Blart: Mall Cop 2,94.0,2015
46905,"Rico, Oskar und die Tieferschatten",95.0,2014
46911,The Prince & Me: A Royal Honeymoon,92.0,2008
46915,The Return of Count Yorga,97.0,1971
46916,The Dead 2: India,90.0,2013
46917,機動警察パトレイバー 2 the Movie,107.0,1993
46920,Белка и Стрелка: Лунные приключения,90.0,2014
46924,타짜: 신의 손,147.0,2014
46926,Lauras Stern,75.0,2004
46936,The Marine 4: Moving Target,90.0,2015
46938,Mörderische Erpressung,,2006
46943,Lage Raho Munna Bhai,144.0,2006
46946,Beck 30 - Sjukhusmorden,84.0,2015
46955,The Dog Who Saved Christmas,112.0,2009
46963,マルドゥック・スクランブル 圧縮,69.0,2010
46979,Tinker Bell and the Legend of the NeverBeast,77.0,2014
46982,Tinker Bell and the Pirate Fairy,78.0,2014
46984,Pokémon: Mewtwo Returns,63.0,2000
46992,Batman Unlimited: Animal Instincts,78.0,2015
46995,The Man with the Iron Fists 2,90.0,2015
47001,Goodbye Emmanuelle,100.0,1977
47002,Emmanuelle 4,89.0,1984
47004,Emmanuelle 5,85.0,1987
47012,Emmanuelle 6,80.0,1988
47016,Emanuelle nera,94.0,1975
47022,Emanuelle nera: Orient reportage,87.0,1976
47028,Emanuelle in America,100.0,1977
47030,Emanuelle e gli ultimi cannibali,85.0,1977
47034,Emanuelle - Perché violenza alle donne?,102.0,1977
47037,Violenza in un carcere femminile,99.0,1982
47053,Wrong Turn 6: Last Resort,91.0,2014
47061,La casa 3,95.0,1988
47063,Barbie: Fairytopia,70.0,2005
47065,Barbie in A Mermaid Tale,75.0,2010
47068,Barbie in A Mermaid Tale 2,74.0,2012
47070,Barbie: Mariposa and The Fairy Princess,75.0,2013
47076,Barbie Fairytopia: Magic of the Rainbow,75.0,2007
47080,Barbie Fairytopia: Mermaidia,75.0,2006
47084,Barbie Mariposa and Her Butterfly Fairy Friends,75.0,2008
47087,Hitman: Agent 47,96.0,2015
47186,The Comedians of Comedy: Live at The Troubadour,135.0,2007
47192,Tinker Bell and the Great Fairy Rescue,76.0,2010
47216,Cocaine Cowboys: Reloaded,152.0,2014
47217,Pitch Perfect 2,115.0,2015
47223,Giochi erotici nella terza galassia,92.0,1981
47225,Sleepaway Camp III: Teenage Wasteland,79.0,1989
47227,Monsters: Dark Continent,119.0,2014
47236,Hera Pheri,123.0,2000
47237,"Ilsa, the Tigress of Siberia",88.0,1977
47239,Martial Law,89.0,1991
47243,The Human Centipede 3 (Final Sequence),103.0,2015
47244,Don't Lose Your Head,90.0,1966
47246,Deadlier Than the Male,101.0,1967
47249,Some Girls Do,88.0,1969
47255,"On Any Sunday, The Next Chapter",90.0,2014
47256,День радио,100.0,2008
47257,День выборов,122.0,2007
47258,Phir Hera Pheri,155.0,2006
47260,Sarkar Raj,125.0,2008
47268,Sarkar,123.0,2005
47271,Tinker Bell,78.0,2008
47295,Le comiche,90.0,1990
47296,Le comiche 2,91.0,1991
47297,Le nuove comiche,102.0,1994
47298,Tutto tutto niente niente,0.0,2012
47300,Sügis,85.0,1990
47301,Kevade,84.0,1969
47303,Suvi,80.0,1976
47305,Min søsters børn i Afrika,85.0,2013
47308,Dungeons & Dragons: Wrath of the Dragon God,105.0,2005
47344,To Trap a Spy,92.0,1964
47346,Tanu Weds Manu,119.0,2011
47370,警察故事2013,108.0,2013
47434,Ada Apa Dengan Cinta?,112.0,2002
47436,Operazione San Gennaro,104.0,1966
47442,"Totò, Peppino e... la malafemmina",106.0,1956
47443,The Hunger Games: Mockingjay - Part 2,137.0,2015
47461,Max,111.0,2015
47473,Allegiant,121.0,2016
47481,Fantastic Beasts and Where to Find Them,133.0,2016
47493,Bad Boys for Life,0.0,2018
47505,Mostly Ghostly: Have You Met My Ghoulfriend?,91.0,2014
47511,Johnny Tsunami,88.0,1999
47514,Johnny Kapahala - Back on Board,90.0,2007
47518,Problem Child 3,87.0,1995
47524,Zenon: Girl of the 21st Century,97.0,1999
47528,Zenon: The Zequel,100.0,2001
47533,Zenon: Z3,95.0,2004
47537,Totò a Colori,104.0,1953
47538,Totò e i re di Roma,0.0,1951
47539,I Tartassati,85.0,1959
47541,Totò Diabolicus,0.0,1963
47542,I Due Colonnelli,104.0,1962
47544,Piedone lo sbirro,110.0,1973
47560,Piedone a Hong Kong,108.0,1975
47568,Piedone l'africano,115.0,1978
47584,The Secret Life of Pets,87.0,2016
47592,攻殻機動隊 Stand Alone Complex The Laughing Man,160.0,2005
47604,Mythica: A Quest for Heroes,93.0,2014
47610,Independence Day: Resurgence,120.0,2016
47622,Star Trek Beyond,122.0,2016
47643,Cabin By The Lake,91.0,2000
47647,1920,138.0,2008
47648,鬼打鬼,102.0,1980
47652,Snabba cash - Livet deluxe,127.0,2013
47772,Grace Stirs Up Success,101.0,2015
47775,The Shadow in the North,94.0,2007
47805,Carry On Doctor,90.0,1967
47806,Golmaal,140.0,2006
47814,Saheb Biwi Aur Gangster,119.0,2011
47820,धूम ३,172.0,2013
47823,DRAGONBALL オッス!帰ってきた孫悟空と仲間たち!,35.0,2008
47826,Dhoom 2,147.0,2006
47834,Never Back Down 2: The Beatdown,90.0,2011
47836,Ted 2,115.0,2015
47841,색즉시공,96.0,2002
47845,Minions,91.0,2015
47853,भूतनाथ रिटर्न्स,152.0,2014
47857,Firestarter 2: Rekindled,168.0,2002
47869,Killer Tomatoes Eat France!,94.0,1992
47875,Leroy & Stitch,73.0,2006
47878,Dracula II: Ascension,85.0,2003
47880,Universal Soldier III: Unfinished Business,95.0,1999
47886,Bachelor Party 2: The Last Temptation,104.0,2008
47892,Pulse 2: Afterlife,89.0,2008
47895,Return to Sleepaway Camp,86.0,2008
47901,Ace Ventura Jr: Pet Detective,93.0,2009
47903,Universal Soldier II: Brothers in Arms,92.0,1998
47905,Boogeyman 3,94.0,2008
47914,Bloodsport III,91.0,1996
47916,Spectre,148.0,2015
48006,Killer Tomatoes Strike Back!,87.0,1991
48010,ゴルゴ13,91.0,1983
48019,Il medico della mutua,0.0,1968
48021,Dracula III: Legacy,86.0,2005
48039,Cross,105.0,2011
48049,The Howling: Reborn,92.0,2011
48051,Boogeyman 2,93.0,2007
48055,Bad Kids Go To Hell,91.0,2012
48058,Il tassinaro,0.0,1983
48059,Street Fighter: Round One - FIGHT!,80.0,2009
48063,Sharknado 3: Oh Hell No!,88.0,2015
48069,The Scorpion King: Quest for Power,105.0,2015
48072,George Carlin: Back in Town,63.0,1996
48075,George Carlin: You Are All Diseased,65.0,1999
48078,攻殻機動隊 2.0,85.0,2008
48084,Hellboy Animated: Sword of Storms,73.0,2006
48090,Kim Possible: A Sitch in Time,66.0,2004
48094,Anja og Viktor - Kærlighed ved første hik,85.0,1999
48095,Prep & Landing,22.0,2009
48098,Robot Chicken: Star Wars,23.0,2007
48101,Tom and Jerry: Shiver Me Whiskers,74.0,2006
48104,The Amityville Playhouse,99.0,2015
48105,Thunder in Paradise,104.0,1993
