,pelicula_id,puesto,crew_nombre,franquicia,compañia,pais,presupuesto_y,idioma_original,titulo_original,fecha_realizacion,recaudacion_y,duracion,año_realizacion,ganancia
58124197,170759,Director,Til Schweiger,Kokowääh Filmreihe,Béla Jarzyk Production,Germany,0.0,de,Kokowääh 2,2013-01-27,0.0,120.0,2013,0.0
58124198,170759,Director,Torsten Künstler,Kokowääh Filmreihe,barefoot films,Germany,0.0,de,Kokowääh 2,2013-01-27,0.0,120.0,2013,0.0
58124199,170759,Director,Torsten Künstler,Kokowääh Filmreihe,Béla Jarzyk Production,Germany,0.0,de,Kokowääh 2,2013-01-27,0.0,120.0,2013,0.0
58124380,191975,Director,Harold Cronk,The Adventures of Mickey Matson Collection,,,0.0,en,The Adventures of Mickey Matson and the Copperhead Conspiracy,2012-05-09,0.0,93.0,2012,0.0
58124384,158848,Director,Jon García,The Falls Collection,,,0.0,en,The Falls,2012-01-12,0.0,115.0,2012,0.0
58124404,60193,Director,Mauro Bolognini,Totò Collection,,,0.0,it,Arrangiatevi!,1959-01-01,0.0,0.0,1959,0.0
58124409,56287,Director,Dino Risi,"Pane, amore e… - Collezione",Titanus,Italy,0.0,it,"Pane, amore e...",1955-12-22,0.0,106.0,1955,0.0
58124429,353595,Director,Rick Morales,LEGO DC Comics Super Heroes Collection,Warner Bros. Animation,United States of America,0.0,en,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015-08-25,0.0,67.0,2015,0.0
58124637,54297,Director,Edward Montagne,McHale's Navy Collection,,,0.0,en,McHale's Navy Joins the Air Force,1965-07-09,0.0,86.0,1965,0.0
58124651,70553,Director,Jim Markovic,Sleepaway Camp Collection,Double Helix Films,United States of America,0.0,en,Sleepaway Camp IV: The Survivor,1992-03-22,0.0,70.0,1992,0.0
58124669,44848,Director,Penelope Spheeris,The Decline of Western Civilization Collection,,United States of America,0.0,en,The Decline of Western Civilization Part III,1998-01-01,0.0,86.0,1998,0.0
58124673,20381,Director,Louis Morneau,The Hitcher (1986) Collection,,United States of America,0.0,en,The Hitcher II: I've Been Waiting,2003-07-15,0.0,93.0,2003,0.0
58124693,331576,Director,Soi Cheang,SPL Collection,Sil-Metropole Organisation,China,0.0,cn,杀破狼2,2015-06-18,0.0,120.0,2015,0.0
58124694,331576,Director,Soi Cheang,SPL Collection,Sun Entertainment Culture,China,0.0,cn,杀破狼2,2015-06-18,0.0,120.0,2015,0.0
58124695,331576,Director,Soi Cheang,SPL Collection,Bona Film Group,China,0.0,cn,杀破狼2,2015-06-18,0.0,120.0,2015,0.0
58124696,331576,Director,Soi Cheang,SPL Collection,Maximum Gain Kapital Group,China,0.0,cn,杀破狼2,2015-06-18,0.0,120.0,2015,0.0
58127285,38015,Director,Dong-hun Choi,The War of Flower Collection,,South Korea,0.0,ko,타짜,2006-09-28,0.0,139.0,2006,0.0
58127329,39111,Director,Banjong Pisanthanakun,Phobia Collection,GMM Tai Hub (GTH),Thailand,0.0,th,สี่แพร่ง,2008-04-25,0.0,120.0,2008,0.0
58127331,39111,Director,Parkpoom Wongpoom,Phobia Collection,GMM Tai Hub (GTH),Thailand,0.0,th,สี่แพร่ง,2008-04-25,0.0,120.0,2008,0.0
58127333,39111,Director,Paween Purijitpanya,Phobia Collection,GMM Tai Hub (GTH),Thailand,0.0,th,สี่แพร่ง,2008-04-25,0.0,120.0,2008,0.0
58127335,39111,Director,Youngyooth Thongkonthun,Phobia Collection,GMM Tai Hub (GTH),Thailand,0.0,th,สี่แพร่ง,2008-04-25,0.0,120.0,2008,0.0
58127409,32213,Director,Kang Woo-Suk,Public Enemy Series,Cinema Service,South Korea,0.0,ko,공공의 적 2,2005-01-27,0.0,148.0,2005,0.0
58127410,32213,Director,Kang Woo-Suk,Public Enemy Series,CJ Entertainment,South Korea,0.0,ko,공공의 적 2,2005-01-27,0.0,148.0,2005,0.0
58127733,10257,Director,Corey Yuen Kwai,The Twins Effect Collection,,Hong Kong,0.0,cn,Chin Kei Bin 2 - Fa Tou Tai Kam,2004-08-12,0.0,106.0,2004,0.0
58127737,10257,Director,Patrick Leung,The Twins Effect Collection,,Hong Kong,0.0,cn,Chin Kei Bin 2 - Fa Tou Tai Kam,2004-08-12,0.0,106.0,2004,0.0
58128117,33338,Director,Ding Sheng,The Underdog Knight Collection,Greater China Media Entertainment,China,0.0,zh,硬汉,2008-11-28,0.0,95.0,2008,0.0
58128118,33338,Director,Ding Sheng,The Underdog Knight Collection,Greater China Media Entertainment,Hong Kong,0.0,zh,硬汉,2008-11-28,0.0,95.0,2008,0.0
58128309,73897,Director,Ding Sheng,The Underdog Knight Collection,,,0.0,cn,Ying Han 2,2011-04-01,0.0,86.0,2011,0.0
58128322,11175,Director,Terence Hill,Lucky Luke (Terence Hill) Collection,,Italy,0.0,en,Lucky Luke,1991-07-04,0.0,92.0,1991,0.0
58128323,11175,Director,Terence Hill,Lucky Luke (Terence Hill) Collection,,United States of America,0.0,en,Lucky Luke,1991-07-04,0.0,92.0,1991,0.0
58128482,253451,Director,Toshiaki Toyoda,Crows Collection,Tristone Entertainment Inc.,Japan,0.0,en,クローズ EXPLODE,2014-04-12,0.0,129.0,2014,0.0
58128534,56549,Director,Aleksandr Rogozhkin,Osobennosti Natsionalnoy ... - Collection,CTB Film Company,Russia,0.0,ru,Операция «С новым годом»,1996-01-01,0.0,93.0,1996,0.0
58128535,56549,Director,Aleksandr Rogozhkin,Osobennosti Natsionalnoy ... - Collection,Nikola Film,Russia,0.0,ru,Операция «С новым годом»,1996-01-01,0.0,93.0,1996,0.0
58128562,24889,Director,Felix Chong,Overheard Collection,Bona Entertainment,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128563,24889,Director,Felix Chong,Overheard Collection,Sil-Metropole Organisation,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128564,24889,Director,Felix Chong,Overheard Collection,Beijing EE-Media Co.,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128565,24889,Director,Felix Chong,Overheard Collection,Xi'an Qujian Film &  TV Investment Group Company,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128566,24889,Director,Felix Chong,Overheard Collection,Neo Studios,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128567,24889,Director,Felix Chong,Overheard Collection,Pop Movies,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128574,24889,Director,Alan Mak,Overheard Collection,Bona Entertainment,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128575,24889,Director,Alan Mak,Overheard Collection,Sil-Metropole Organisation,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128576,24889,Director,Alan Mak,Overheard Collection,Beijing EE-Media Co.,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128577,24889,Director,Alan Mak,Overheard Collection,Xi'an Qujian Film &  TV Investment Group Company,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128578,24889,Director,Alan Mak,Overheard Collection,Neo Studios,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58128579,24889,Director,Alan Mak,Overheard Collection,Pop Movies,Hong Kong,0.0,cn,竊聽風雲,2009-07-23,0.0,100.0,2009,0.0
58133170,137409,Director,Sunny Luk Kim-Ching,Cold War Collection,Edko Films,Hong Kong,0.0,cn,寒戰,2012-11-08,0.0,102.0,2012,0.0
58133171,137409,Director,Sunny Luk Kim-Ching,Cold War Collection,Irresistible Films,Hong Kong,0.0,cn,寒戰,2012-11-08,0.0,102.0,2012,0.0
58133172,137409,Director,Sunny Luk Kim-Ching,Cold War Collection,Irresistible Delta,Hong Kong,0.0,cn,寒戰,2012-11-08,0.0,102.0,2012,0.0
58133176,137409,Director,Longmond Leung Lok-Man,Cold War Collection,Edko Films,Hong Kong,0.0,cn,寒戰,2012-11-08,0.0,102.0,2012,0.0
58133177,137409,Director,Longmond Leung Lok-Man,Cold War Collection,Irresistible Films,Hong Kong,0.0,cn,寒戰,2012-11-08,0.0,102.0,2012,0.0
58133178,137409,Director,Longmond Leung Lok-Man,Cold War Collection,Irresistible Delta,Hong Kong,0.0,cn,寒戰,2012-11-08,0.0,102.0,2012,0.0
58134178,74639,Director,Felix Chong,Overheard Collection,Bona Entertainment,Hong Kong,8000000.0,cn,竊聽風雲 2,2011-08-18,0.0,121.0,2011,0.0
58134179,74639,Director,Felix Chong,Overheard Collection,Sil-Metropole Organisation,Hong Kong,8000000.0,cn,竊聽風雲 2,2011-08-18,0.0,121.0,2011,0.0
58134180,74639,Director,Felix Chong,Overheard Collection,Pop Movies,Hong Kong,8000000.0,cn,竊聽風雲 2,2011-08-18,0.0,121.0,2011,0.0
58134187,74639,Director,Alan Mak,Overheard Collection,Bona Entertainment,Hong Kong,8000000.0,cn,竊聽風雲 2,2011-08-18,0.0,121.0,2011,0.0
58134188,74639,Director,Alan Mak,Overheard Collection,Sil-Metropole Organisation,Hong Kong,8000000.0,cn,竊聽風雲 2,2011-08-18,0.0,121.0,2011,0.0
58134189,74639,Director,Alan Mak,Overheard Collection,Pop Movies,Hong Kong,8000000.0,cn,竊聽風雲 2,2011-08-18,0.0,121.0,2011,0.0
58135636,262137,Director,Felix Chong,Overheard Collection,Sil-Metropole Organisation,Hong Kong,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135637,262137,Director,Felix Chong,Overheard Collection,Sil-Metropole Organisation,China,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135638,262137,Director,Felix Chong,Overheard Collection,Pop Movies,Hong Kong,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135639,262137,Director,Felix Chong,Overheard Collection,Pop Movies,China,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135640,262137,Director,Felix Chong,Overheard Collection,Bona International Film Group,Hong Kong,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135641,262137,Director,Felix Chong,Overheard Collection,Bona International Film Group,China,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135660,262137,Director,Alan Mak,Overheard Collection,Sil-Metropole Organisation,Hong Kong,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135661,262137,Director,Alan Mak,Overheard Collection,Sil-Metropole Organisation,China,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135662,262137,Director,Alan Mak,Overheard Collection,Pop Movies,Hong Kong,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135663,262137,Director,Alan Mak,Overheard Collection,Pop Movies,China,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135664,262137,Director,Alan Mak,Overheard Collection,Bona International Film Group,Hong Kong,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58135665,262137,Director,Alan Mak,Overheard Collection,Bona International Film Group,China,0.0,cn,竊聽風雲 3,2014-05-30,0.0,131.0,2014,0.0
58156372,162006,Director,Eiichirō Hasumi,Umizaru Collection,,Japan,0.0,ja,BRAVE HEARTS 海猿,2012-07-12,0.0,116.0,2012,0.0
58156388,45303,Director,Law Wing-cheong,Running Out Of Time Collection,,Hong Kong,0.0,cn,暗戰 2,2001-12-27,0.0,95.0,2001,0.0
58156391,45303,Director,Johnnie To,Running Out Of Time Collection,,Hong Kong,0.0,cn,暗戰 2,2001-12-27,0.0,95.0,2001,0.0
58156550,200645,Director,Daniel Auteuil,Trilogy Marseillaise,Les Films Alain Sarde,France,0.0,fr,Marius,2013-07-09,0.0,93.0,2013,0.0
58156551,200645,Director,Daniel Auteuil,Trilogy Marseillaise,Pathe,France,0.0,fr,Marius,2013-07-09,0.0,93.0,2013,0.0
58156602,233639,Director,Katja von Garnier,Ostwind Filmreihe,Constantin Film Produktion,Germany,0.0,de,Ostwind,2013-03-21,0.0,105.0,2013,0.0
58156603,233639,Director,Katja von Garnier,Ostwind Filmreihe,SamFilm Produktion,Germany,0.0,de,Ostwind,2013-03-21,0.0,105.0,2013,0.0
58156794,3936,Director,Frank R. Strayer,Blondie Collection,,United States of America,0.0,en,Blondie Has Servant Trouble,1940-07-25,0.0,72.0,1940,0.0
58156816,222832,Director,Gordon Chan,Tales From The Dark Collection,EDKO Film,Hong Kong,0.0,cn,李碧華鬼魅系列：奇幻夜,2013-09-20,0.0,90.0,2013,0.0
58156817,222832,Director,Kelvin Kwan,Tales From The Dark Collection,EDKO Film,Hong Kong,0.0,cn,李碧華鬼魅系列：奇幻夜,2013-09-20,0.0,90.0,2013,0.0
58156818,222832,Director,Teddy Robin Kwan,Tales From The Dark Collection,EDKO Film,Hong Kong,0.0,cn,李碧華鬼魅系列：奇幻夜,2013-09-20,0.0,90.0,2013,0.0
58156819,222832,Director,Lawrence Ah Mon,Tales From The Dark Collection,EDKO Film,Hong Kong,0.0,cn,李碧華鬼魅系列：奇幻夜,2013-09-20,0.0,90.0,2013,0.0
58156888,146301,Director,Gregory Plotkin,Paranormal Activity Collection,Paramount Pictures,United States of America,10000000.0,en,Paranormal Activity: The Ghost Dimension,2015-10-21,78096553.0,88.0,2015,7.8096553
58156889,146301,Director,Gregory Plotkin,Paranormal Activity Collection,Blumhouse Productions,United States of America,10000000.0,en,Paranormal Activity: The Ghost Dimension,2015-10-21,78096553.0,88.0,2015,7.8096553
58157096,28071,Director,Amando de Ossorio,The Blind Dead Collection,Profilmes,Spain,0.0,es,La noche de las gaviotas,1975-01-01,0.0,89.0,1975,0.0
58157097,28071,Director,Amando de Ossorio,The Blind Dead Collection,"Pérez Pareja, M. Flor",Spain,0.0,es,La noche de las gaviotas,1975-01-01,0.0,89.0,1975,0.0
58157098,28071,Director,Amando de Ossorio,The Blind Dead Collection,Ancla Century Films,Spain,0.0,es,La noche de las gaviotas,1975-01-01,0.0,89.0,1975,0.0
58157195,292014,Director,Aleksey Tsitsilin,Snow Queen Collection,Wizart Animation,Russia,0.0,ru,Снежная королева 2: Перезаморозка,2014-12-12,0.0,78.0,2014,0.0
58157323,2734,Director,Robert Markowitz,The Bible Collection,Turner Network Television,Germany,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157324,2734,Director,Robert Markowitz,The Bible Collection,Turner Network Television,Italy,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157325,2734,Director,Robert Markowitz,The Bible Collection,Turner Network Television,United States of America,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157326,2734,Director,Robert Markowitz,The Bible Collection,Five Mile River Films,Germany,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157327,2734,Director,Robert Markowitz,The Bible Collection,Five Mile River Films,Italy,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157328,2734,Director,Robert Markowitz,The Bible Collection,Five Mile River Films,United States of America,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157329,2734,Director,Robert Markowitz,The Bible Collection,Beta Film,Germany,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157330,2734,Director,Robert Markowitz,The Bible Collection,Beta Film,Italy,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157331,2734,Director,Robert Markowitz,The Bible Collection,Beta Film,United States of America,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157332,2734,Director,Robert Markowitz,The Bible Collection,Lux Vide,Germany,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157333,2734,Director,Robert Markowitz,The Bible Collection,Lux Vide,Italy,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58157334,2734,Director,Robert Markowitz,The Bible Collection,Lux Vide,United States of America,15000000.0,en,David,1997-03-23,0.0,190.0,1997,0.0
58189579,44296,Director,Kenneth Anger,The Magick Lantern Cycle,,United States of America,0.0,en,Fireworks,1947-01-01,0.0,14.0,1947,0.0
58189582,47354,Director,Richard J. Lewis,K-9 Collection,Universal Pictures,United States of America,0.0,en,K-9: P.I.,2002-07-30,0.0,95.0,2002,0.0
58189735,13721,Director,Art Camacho,Half Past Dead Collection,,United States of America,1500000.0,en,Half Past Dead 2,2007-05-11,0.0,92.0,2007,0.0
58189763,34942,Director,Phil Weinstein,Balto Collection,Universal Cartoon Studios,United States of America,0.0,en,Balto III: Wings of Change,2004-04-14,0.0,76.0,2004,0.0
58189826,62762,Director,Jimmy Wang Yu,Chinese Boxer Collection,Shaw Brothers,Hong Kong,0.0,en,Long hu dou,1970-11-26,0.0,90.0,1970,0.0
58189886,135659,Director,Anders Nilsson,Johan Falk GSI Collection,Nordisk Film,Sweden,0.0,en,Johan Falk: De 107 patrioterna,2012-10-09,0.0,92.0,2012,0.0
58189940,254201,Director,Mikkel Nørgaard,Department Q series,Zentropa Entertainments,Denmark,0.0,da,Fasandræberne,2014-10-02,0.0,119.0,2014,0.0
58189941,254201,Director,Mikkel Nørgaard,Department Q series,Zentropa International Sweden,Denmark,0.0,da,Fasandræberne,2014-10-02,0.0,119.0,2014,0.0
58189942,254201,Director,Mikkel Nørgaard,Department Q series,Film i Väst,Denmark,0.0,da,Fasandræberne,2014-10-02,0.0,119.0,2014,0.0
58191596,231001,Director,Damien Leone,All Hallow's Eve Collection,Ruthless Pictures,United States of America,0.0,en,All Hallows' Eve,2013-10-29,0.0,82.0,2013,0.0
58191606,60278,Director,Fruit Chan,The Prostitute Trilogy,Capitol Films,Hong Kong,0.0,cn,Xiang Gang you ge He Li Huo,2001-09-02,0.0,108.0,2001,0.0
58191607,60278,Director,Fruit Chan,The Prostitute Trilogy,Nicetop Independent Ltd,Hong Kong,0.0,cn,Xiang Gang you ge He Li Huo,2001-09-02,0.0,108.0,2001,0.0
58191608,60278,Director,Fruit Chan,The Prostitute Trilogy,Hakuhodo,Hong Kong,0.0,cn,Xiang Gang you ge He Li Huo,2001-09-02,0.0,108.0,2001,0.0
58191609,60278,Director,Fruit Chan,The Prostitute Trilogy,Media Suits,Hong Kong,0.0,cn,Xiang Gang you ge He Li Huo,2001-09-02,0.0,108.0,2001,0.0
58191766,17038,Director,David Flores,Lake Placid Collection,,United States of America,0.0,en,Lake Placid 2,2007-04-28,0.0,88.0,2007,0.0
58191767,17038,Director,David Flores,Lake Placid Collection,,Canada,0.0,en,Lake Placid 2,2007-04-28,0.0,88.0,2007,0.0
58191942,44037,Director,Griff Furst,Lake Placid Collection,Stage 6 Films,United States of America,2500000.0,en,Lake Placid 3,2010-08-21,0.0,93.0,2010,0.0
58191943,44037,Director,Griff Furst,Lake Placid Collection,Curmudgeon Films,United States of America,2500000.0,en,Lake Placid 3,2010-08-21,0.0,93.0,2010,0.0
58191944,44037,Director,Griff Furst,Lake Placid Collection,RCR Media Group,United States of America,2500000.0,en,Lake Placid 3,2010-08-21,0.0,93.0,2010,0.0
58191945,44037,Director,Griff Furst,Lake Placid Collection,UFO Films,United States of America,2500000.0,en,Lake Placid 3,2010-08-21,0.0,93.0,2010,0.0
58195270,135309,Director,Don Michael Paul,Lake Placid Collection,Unified Film Organization (UFO),United States of America,0.0,en,Lake Placid: The Final Chapter,2012-09-29,0.0,86.0,2012,0.0
58195350,335462,Director,Wu Jing,Wolf Warriors Collection,Beijing Dengfeng International Culture,China,12000000.0,zh,Lobo Guerreiro,2015-04-02,80000000.0,90.0,2015,6.666666666666667
58195351,335462,Director,Wu Jing,Wolf Warriors Collection,Chunqiu Time Co.,China,12000000.0,zh,Lobo Guerreiro,2015-04-02,80000000.0,90.0,2015,6.666666666666667
58195352,335462,Director,Wu Jing,Wolf Warriors Collection,Nanking Military Area Command Of The TV Art Centre,China,12000000.0,zh,Lobo Guerreiro,2015-04-02,80000000.0,90.0,2015,6.666666666666667
58195998,45233,Director,Bruno Mattei,Black Emanuelle Collection,Les Films Jacques Leitienne,France,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
58195999,45233,Director,Bruno Mattei,Black Emanuelle Collection,Les Films Jacques Leitienne,Italy,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
58196000,45233,Director,Bruno Mattei,Black Emanuelle Collection,Beatrice Film,France,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
58196001,45233,Director,Bruno Mattei,Black Emanuelle Collection,Beatrice Film,Italy,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
58196002,45233,Director,Bruno Mattei,Black Emanuelle Collection,Imp.Ex.Ci.,France,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
58196003,45233,Director,Bruno Mattei,Black Emanuelle Collection,Imp.Ex.Ci.,Italy,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
58196004,45233,Director,Bruno Mattei,Black Emanuelle Collection,Les Films de Chauvin,France,0.0,en,Blade Violent - I violenti,1983-08-31,0.0,89.0,1983,0.0
