,pelicula_id,director,titulo_original,recaudacion,fecha_realizacion,presupuesto,ganancia
43608431,11508,Dave Payne,Addams Family Reunion,0.0,1998-09-22,0.0,0.0
43613231,2487,Toshiya Fujita,修羅雪姫,0.0,1973-12-01,0.0,0.0
43613384,12485,Turi Meyer,Candyman: Day of the Dead,0.0,1999-07-09,0.0,0.0
43613560,17074,Toshihiko Masuda,The Batman Superman Movie: World's Finest,0.0,1998-08-18,0.0,0.0
43614064,18491,Hideaki Anno,新世紀エヴァンゲリオン劇場版,20000000.0,1997-07-19,0.0,inf
43614091,18491,Kazuya Tsurumaki,新世紀エヴァンゲリオン劇場版,20000000.0,1997-07-19,0.0,inf
43631560,39927,Matthew Bright,Freeway II: Confessions of a Trickbaby,0.0,1999-09-10,0.0,0.0
43631632,21348,Michel Ocelot,Kirikou et la Sorcière,0.0,1998-12-09,0.0,0.0
43693840,9011,Patrick Lussier,The Prophecy 3: The Ascent,0.0,2000-03-14,0.0,0.0
43693894,2332,Gérard Krawczyk,Taxi 2,60726164.0,2000-03-24,0.0,inf
43699942,20882,Aleksandr Rogozhkin,Особенности национальной рыбалки,0.0,1998-01-01,0.0,0.0
43700014,5458,Roger Kumble,Cruel Intentions 2,0.0,2000-11-09,0.0,0.0
43700905,10482,Adrian Edmondson,Guest House Paradiso,0.0,1999-12-03,0.0,0.0
43700919,28031,Anne Heche,If These Walls Could Talk 2,0.0,2000-03-05,0.0,0.0
43700923,28031,Jane Anderson,If These Walls Could Talk 2,0.0,2000-03-05,0.0,0.0
43700927,28031,Martha Coolidge,If These Walls Could Talk 2,0.0,2000-03-05,0.0,0.0
43701591,15653,Douglas McCarthy,An Extremely Goofy Movie,0.0,2000-02-29,0.0,0.0
43701915,844,Wong Kar-wai,2046,19271312.0,2004-05-20,12000000.0,1.6059426666666667
43932315,23985,Matthew Barney,Cremaster 2,0.0,1999-01-01,0.0,0.0
43932316,2463,Johnnie To,暗戰,0.0,1999-09-23,0.0,0.0
43932700,16874,Aleksi Vellis,The Wog Boy,0.0,2000-02-24,0.0,0.0
43932876,71138,Shunya Ito,女囚701号/さそり,0.0,1972-08-01,0.0,0.0
43932884,39872,Shunya Ito,Joshuu sasori: Dai-41 zakkyo-bô,0.0,1972-12-30,0.0,0.0
43933012,16234,Curt Geda,Batman Beyond: Return of the Joker,0.0,2000-12-12,0.0,0.0
43933332,10706,Jean de Segonzac,Mimic 2,0.0,2001-07-17,10000000.0,0.0
43933908,17208,Joe Berlinger,Paradise Lost 2: Revelations,0.0,2000-07-28,0.0,0.0
43933909,17208,Bruce Sinofsky,Paradise Lost 2: Revelations,0.0,2000-07-28,0.0,0.0
43933928,10751,Lasse Spang Olsen,Gamle mænd i nye biler,0.0,2002-07-12,0.0,0.0
43935128,2899,Alain Chabat,Astérix & Obélix Mission Cléopâtre,111127553.0,2002-01-29,0.0,inf
44549528,36243,Shusuke Kaneko,ゴジラ・モスラ・キングギドラ大怪獣総進撃,0.0,2001-12-15,9400000.0,0.0
44549720,10726,Morgan J. Freeman,American Psycho 2: All American Girl,0.0,2002-04-22,10000000.0,0.0
44549764,13899,Takashi Miike,DEAD OR ALIVE 2　逃亡者,0.0,2000-12-02,0.0,0.0
44550979,437,Andrzej Sekula,Cube 2: Hypercube,0.0,2002-04-15,0.0,0.0
44551411,11178,Kwak Jae-yong,엽기적인 그녀,0.0,2001-07-27,0.0,0.0
44551627,100973,Colin Nutley,Sprängaren,0.0,2001-10-24,0.0,0.0
44551659,21707,Cho Jin-Gyu,조폭 마누라,0.0,2001-09-28,0.0,0.0
44551707,36222,Takashi Miike,Dead or Alive: Final,0.0,2002-01-12,0.0,0.0
44558007,13984,Michael Dowse,Fubar,0.0,2002-05-24,350000.0,0.0
44558367,4689,Park Chan-wook,복수는 나의 것,1954937.0,2002-03-29,4000000.0,0.48873425
44558655,18248,Michael Oblowitz,The Foreigner,0.0,2003-06-01,16700000.0,0.0
44560191,21041,Anders Nilsson,Den tredje vågen,0.0,2003-10-15,4667404.0,0.0
44566671,11430,Bradley Raymond,The Lion King 1½,0.0,2004-02-06,0.0,0.0
44571531,23986,Matthew Barney,Cremaster 3,0.0,2002-05-15,0.0,0.0
44571532,4326,Leander Haußmann,Herr Lehmann,0.0,2003-10-01,0.0,0.0
44571632,32250,Takashi Shimizu,呪怨,0.0,2000-02-11,4000000.0,0.0
44571653,44203,Takashi Shimizu,呪怨2 ビデオ版,0.0,2000-03-25,0.0,0.0
44571664,10891,S. S. Wilson,Tremors 4: The Legend Begins,0.0,2004-01-02,5000000.0,0.0
44571872,12540,Damon Santostefano,Bring It On Again,0.0,2004-01-13,0.0,0.0
44571886,60672,Olivier Dahan,Les Rivières pourpres 2 : Les Anges de l'apocalypse,0.0,2004-02-18,0.0,0.0
44720602,14245,Craig R. Baxley,Sniper 2,0.0,2002-12-28,5000000.0,0.0
44720615,3177,Kenta Fukasaku,Batoru rowaiaru II: Chinkonka,0.0,2003-07-05,9000000.0,0.0
44720617,3177,Kinji Fukasaku,Batoru rowaiaru II: Chinkonka,0.0,2003-07-05,9000000.0,0.0
44720799,10855,Ching Siu-Tung,赤裸特工,0.0,2002-11-15,0.0,0.0
44721087,12140,Mamoru Oshii,イノセンス,9789651.0,2004-03-06,0.0,inf
44721375,12496,Yôji Yamada,Tasogare Seibei,7338987.0,2002-11-02,5000000.0,1.4677974
44721510,17457,Dante Lam,千機變,0.0,2003-03-08,0.0,0.0
44722158,10361,Brett Sullivan,Ginger Snaps 2: Unleashed,0.0,2004-01-30,0.0,0.0
44722222,41070,Pål Øie,Villmark,0.0,2003-02-21,0.0,0.0
44722462,11838,Takashi Shimizu,呪怨じゅおん,0.0,2002-10-18,3500000.0,0.0
44722492,670,Park Chan-wook,올드보이,14980005.0,2003-01-01,3000000.0,4.993335
44723324,12583,Grant Harvey,Ginger Snaps Back: The Beginning,0.0,2004-07-10,0.0,0.0
44723660,9694,Takashi Miike,着信アリ,0.0,2003-11-03,0.0,0.0
44723688,22537,Toshiya Shinohara,犬夜叉 鏡の中の夢幻城,0.0,2002-12-22,0.0,0.0
44723736,10304,Phil Tippett,Starship Troopers 2: Hero of the Federation,0.0,2004-04-20,7000000.0,0.0
44724888,9666,Takashi Shimizu,呪怨2,0.0,2003-08-15,0.0,0.0
44726848,9316,Prachya Pinkaew,Ong Bak,15.0,2003-01-21,0.0,inf
44727264,11647,Andrew Lau,無間道II,0.0,2003-10-01,0.0,0.0
44727312,11647,Alan Mak,無間道II,0.0,2003-10-01,0.0,0.0
44746848,10105,Ryan Little,Saints and Soldiers,0.0,2003-09-11,780000.0,0.0
44747848,83,Chris Kentis,Open Water,54667954.0,2004-08-06,130000.0,420.5227230769231
44747872,14310,Andrew Lau,無間道III: 終極無間,0.0,2003-12-12,0.0,0.0
44747875,14310,Alan Mak,無間道III: 終極無間,0.0,2003-12-12,0.0,0.0
44748178,10320,Hideo Nakata,The Ring Two,161451538.0,2005-03-17,50000000.0,3.22903076
44749555,3396,Dan Ollman,The Yes Men,0.0,2003-09-07,0.0,0.0
44749557,3396,Sarah Price,The Yes Men,0.0,2003-09-07,0.0,0.0
44749559,3396,Chris Smith,The Yes Men,0.0,2003-09-07,0.0,0.0
44749663,62276,Pyotr Buslov,Бумер,1600000.0,2003-08-02,700000.0,2.2857142857142856
44749823,5889,Ryûhei Kitamura,あずみ,0.0,2003-05-10,0.0,0.0
44750723,5460,Scott Ziehl,Cruel Intentions 3,0.0,2004-05-25,0.0,0.0
44751695,8357,William Arntz,What the #$*! Do We (K)now!?,10000000.0,2004-04-23,0.0,inf
44751698,8357,Betsy Chasse,What the #$*! Do We (K)now!?,10000000.0,2004-04-23,0.0,inf
44751725,24674,Danny Pang,Gin gwai 2,0.0,2004-03-18,0.0,0.0
44751741,24674,Oxide Pang Chun,Gin gwai 2,0.0,2004-03-18,0.0,0.0
44753517,12597,Scott Derrickson,Hellraiser: Inferno,0.0,2000-10-03,2000000.0,0.0
44756845,693,Jay Roach,Meet the Fockers,516642939.0,2004-12-22,80000000.0,6.4580367375
44758061,11804,Geoffrey Sax,White Noise,91196419.0,2005-01-07,10000000.0,9.1196419
44889281,18627,Jun Fukuda,Kaijūtō no Kessen: Gojira no Musuko,0.0,1967-12-16,0.0,0.0
44889299,34326,Kinji Fukasaku,仁義なき戦い,0.0,1973-01-13,0.0,0.0
44889461,23832,Mario Monicelli,L'armata Brancaleone,1314230.0,1966-04-07,0.0,inf
44894357,11633,Shinji Aramaki,アップルシード,1461989.0,2004-04-17,10000000.0,0.1461989
44901269,12127,Olle Hellbom,Pippi Långstrump på de sju haven,0.0,1970-01-24,0.0,0.0
44901989,11626,Olle Hellbom,På rymmen med Pippi Långstrump,0.0,1970-11-13,0.0,0.0
44902025,42390,Norman Taurog,Boys Town,0.0,1938-09-09,0.0,0.0
44902088,27549,Sylvio Tabet,Beastmaster 2: Through the Portal of Time,869325.0,1991-06-08,6000000.0,0.1448875
44903560,26581,Gordon Flemyng,Dr. Who and the Daleks,0.0,1965-08-23,502318.0,0.0
44903588,11637,Brian Levant,Are We There Yet?,97918663.0,2005-01-20,32000000.0,3.05995821875
44905460,12142,Uwe Boll,Alone in the Dark,10442808.0,2005-01-28,20000000.0,0.5221404
45114260,8968,Stephen T. Kay,Boogeyman,67192859.0,2005-02-04,20000000.0,3.35964295
45127316,661,Rainer Werner Fassbinder,Die Ehe der Maria Braun,0.0,1979-02-20,0.0,0.0
45130772,561,Francis Lawrence,Constantine,230884728.0,2005-02-08,100000000.0,2.30884728
45270740,10214,Lawrence Guterman,Son of the Mask,0.0,2005-02-18,84000000.0,0.0
45272532,3040,Timur Bekmambetov,Ночной дозор,32000000.0,2004-06-27,4200000.0,7.619047619047619
45277716,44875,Roy Del Ruth,Topper Returns,0.0,1941-03-21,0.0,0.0
45277972,12721,Corey Yuen Kwai,"No Retreat, No Surrender",4662137.0,1986-05-02,0.0,inf
45277996,27042,Eric Armstrong,The ChubbChubbs!,0.0,2002-07-03,0.0,0.0
45278068,2926,Richard Lester,The Three Musketeers,0.0,1973-12-11,0.0,0.0
45279476,258,François Truffaut,Domicile Conjugal,0.0,1970-08-31,0.0,0.0
45280412,8016,Roberto Rossellini,Germania anno zero,0.0,1948-12-01,0.0,0.0
45281180,37601,Amando de Ossorio,La noche del terror ciego,0.0,1972-04-10,0.0,0.0
45281420,4551,F. Gary Gray,Be Cool,95226116.0,2005-03-04,53000000.0,1.7967191698113207
45288972,3115,Jun Fukuda,ゴジラ・エビラ・モスラ　南海の大決闘,0.0,1966-12-17,0.0,0.0
45289388,6593,Takao Okawara,ゴジラvsメカゴジラ,0.0,1993-12-11,9500000.0,0.0
45289663,38148,Paul Bogart,"Oh, God! You Devil",0.0,1984-11-07,0.0,0.0
45289668,438,Ernie Barbarash,Cube Zero,0.0,2004-10-15,825000.0,0.0
45292341,37988,Aleksi Mäkelä,Vares – Yksityisetsivä,0.0,2004-07-22,0.0,0.0
45292449,10040,John Pasquin,Miss Congeniality 2: Armed and Fabulous,0.0,2005-03-11,0.0,0.0
45292953,38155,Tsui Hark,Zu: The Warriors from the Magic Mountain,0.0,1983-02-05,0.0,0.0
45293853,19545,Ishirô Honda,Kaijū Daisensō,0.0,1965-12-19,0.0,0.0
45296093,187,Robert Rodriguez,Sin City,158733820.0,2005-04-01,40000000.0,3.9683455
45296102,187,Frank Miller,Sin City,158733820.0,2005-04-01,40000000.0,3.9683455
45304517,47406,Pier Paolo Pasolini,Il fiore delle mille e una notte,0.0,1974-06-20,0.0,0.0
45304805,9674,Norio Tsuruta,リング０　バースデイ,0.0,2000-01-22,6000000.0,0.0
45304816,16250,Michael Landon Jr.,Love Comes Softly,0.0,2003-04-13,0.0,0.0
45306400,10065,Andrew Douglas,The Amityville Horror,108047131.0,2005-04-15,19000000.0,5.686691105263158
45308992,13409,Damon Dash,State Property 2,1691706.0,2005-04-13,0.0,inf
45309136,11679,Lee Tamahori,xXx: State of the Union,71073932.0,2005-04-27,60000000.0,1.1845655333333334
45313996,24444,Kimiyoshi Yasuda,新座頭市　破れ！唐人剣,0.0,1971-01-13,0.0,0.0
45314014,24444,Hsu Tseng-Hung,新座頭市　破れ！唐人剣,0.0,1971-01-13,0.0,0.0
45317884,46594,Aleksandr Dovzhenko,Земля,0.0,1930-04-08,0.0,0.0
45317899,9463,Toyoo Ashida,バンパイアハンターD,0.0,1985-12-21,0.0,0.0
45317902,9463,Carl Macek,バンパイアハンターD,0.0,1985-12-21,0.0,0.0
45318187,1895,George Lucas,Star Wars: Episode III - Revenge of the Sith,850000000.0,2005-05-17,113000000.0,7.522123893805309
45318727,28423,A. Edward Sutherland,The Invisible Woman,0.0,1940-12-27,0.0,0.0
45318934,953,Eric Darnell,Madagascar,532680671.0,2005-05-25,75000000.0,7.102408946666666
45318964,953,Tom McGrath,Madagascar,532680671.0,2005-05-25,75000000.0,7.102408946666666
45326494,12700,Paul Schrader,Dominion: Prequel to the Exorcist,251495.0,2005-05-20,30000000.0,0.0083831666666666
45326602,9779,Ken Kwapis,The Sisterhood of the Traveling Pants,39053061.0,2005-06-01,25000000.0,1.56212244
45330274,18289,Kazuki Omori,ゴジラvsビオランテ,0.0,1989-12-16,5000000.0,0.0
45330610,272,Christopher Nolan,Batman Begins,374218673.0,2005-06-10,150000000.0,2.4947911533333333
45769954,15767,Ryûhei Kitamura,Gojira: Fainaru uôzu,0.0,2004-12-04,19500000.0,0.0
45771079,11451,Angela Robinson,Herbie Fully Loaded,66002004.0,2005-06-22,50000000.0,1.32004008
45772679,11683,George A. Romero,Land of the Dead,46770602.0,2005-06-24,15000000.0,3.1180401333333334
45795719,42488,Jan Troell,Nybyggarna,0.0,1972-01-01,0.0,0.0
45795783,20914,Mario Monicelli,Amici miei,0.0,1975-06-06,0.0,0.0
45795800,39464,Yoshimitsu Banno,Gojira tai Hedora,0.0,1971-07-24,250000.0,0.0
45796448,4889,Ken Russell,Billion Dollar Brain,0.0,1967-11-02,0.0,0.0
45796459,9738,Tim Story,Fantastic Four,330579719.0,2005-06-29,100000000.0,3.30579719
45826859,1826,Cédric Klapisch,Les Poupées Russes,23727301.0,2005-06-15,13000000.0,1.825177
45861851,1696,Rob Zombie,The Devil's Rejects,0.0,2005-07-22,0.0,0.0
45892955,40254,Ki-hyeong Park,여고괴담,0.0,1998-05-30,600000.0,0.0
45892969,6519,Jay Chandrasekhar,The Dukes of Hazzard,110803676.0,2005-08-05,50000000.0,2.21607352
45896137,11453,Mike Bigelow,Deuce Bigalow: European Gigolo,22400154.0,2005-08-06,22000000.0,1.0181888181818182
45896497,11328,Nicolas Winding Refn,Pusher II,0.0,2004-12-25,0.0,0.0
45898693,22965,William Nigh,Doomed to Die,0.0,1940-08-12,0.0,0.0
45898997,9564,Claude Zidi,Astérix & Obélix contre César,1644060.0,1999-02-01,0.0,inf
45909237,9335,Louis Leterrier,Transporter 2,85167639.0,2005-08-02,32000000.0,2.66148871875
45922467,17386,Sam Firstenberg,Revenge of the Ninja,13168027.0,1983-09-07,0.0,inf
45926787,10753,Jackie Chan,警察故事續集,0.0,1988-08-13,0.0,0.0
45927399,11636,Benny Chan,新警察故事,0.0,2004-09-23,0.0,0.0
45933735,7553,Rob McKittrick,Waiting...,18637690.0,2005-10-07,3000000.0,6.212563333333334
45933959,8923,Lexi Alexander,Green Street Hooligans,3154346.0,2005-09-09,0.0,inf
45934311,647,Tetsuya Nomura,Final Fantasy VII: Advent Children,0.0,2005-07-14,0.0,0.0
45934315,647,Takeshi Nozue,Final Fantasy VII: Advent Children,0.0,2005-07-14,0.0,0.0
45935015,11968,John Stockwell,Into the Blue,44434439.0,2005-09-30,50000000.0,0.88868878
45936311,533,Nick Park,The Curse of the Were-Rabbit,192452832.0,2005-09-04,30000000.0,6.4150944
45936327,533,Steve Box,The Curse of the Were-Rabbit,192452832.0,2005-09-04,30000000.0,6.4150944
45946551,32237,Jae-yeon Yun,여고괴담 3: 여우계단,0.0,2003-08-01,0.0,0.0
45946559,9763,Danny Cannon,Goal!: The Dream Begins,27610873.0,2005-06-06,30000000.0,0.9203624333333332
45947783,15493,Timo Vuorensola,Star Wreck: In the Pirkinning,0.0,2005-08-20,16398.0,0.0
45947963,38828,Craig R. Baxley,Left Behind III: World at War,0.0,2005-01-01,0.0,0.0
45948107,1656,Martin Campbell,The Legend of Zorro,142400065.0,2005-10-24,75000000.0,1.8986675333333332
45951371,215,Darren Lynn Bousman,Saw II,152925093.0,2005-10-28,4000000.0,38.23127325
45951746,10915,Damiano Damiani,"Un genio, due compari, un pollo",0.0,1975-12-16,0.0,0.0
45952286,8274,Steve Rash,American Pie Presents: Band Camp,0.0,2005-10-30,10000000.0,0.0
45952299,26845,W.S. Van Dyke,Tarzan the Ape Man,0.0,1932-04-02,0.0,0.0
45952335,18994,Cedric Gibbons,Tarzan and His Mate,0.0,1934-04-20,95.0,0.0
45952407,1951,Lars von Trier,Manderlay,674918.0,2005-05-16,14200000.0,0.0475294366197183
46211715,259,François Truffaut,L'amour en fuite,0.0,1979-01-24,0.0,0.0
46211805,25,Sam Mendes,Jarhead,96889998.0,2005-11-04,72000000.0,1.345694416666667
46232285,23220,Terence Fisher,The Brides of Dracula,0.0,1960-01-01,0.0,0.0
46232373,9885,Greg McLean,Wolf Creek,27762648.0,2005-01-01,1000000.0,27.762648
46233269,9392,Neil Marshall,The Descent,0.0,2005-07-08,0.0,0.0
46233629,674,Mike Newell,Harry Potter and the Goblet of Fire,895921036.0,2005-11-05,150000000.0,5.9728069066666665
46275749,7010,Andrew V. McLaglen,The Wild Geese,0.0,1978-07-05,10000000.0,0.0
46276973,3124,Freddie Francis,The Evil of Frankenstein,0.0,1964-04-08,0.0,0.0
46277013,411,Andrew Adamson,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",748806957.0,2005-12-07,180000000.0,4.16003865
46283925,14695,Barbara Kopple,Havoc,0.0,2005-10-16,9000000.0,0.0
46284309,43118,Sergei M. Eisenstein,Иван Грозный. Сказ второй: Боярский заговор,0.0,1958-06-06,0.0,0.0
46284949,21040,Anders Nilsson,Livvakterna,0.0,2001-08-10,0.0,0.0
46285077,36775,Henry Levin,The Ambushers,0.0,1967-12-22,0.0,0.0
46286229,9641,Adam Shankman,Cheaper by the Dozen 2,129181830.0,2005-12-21,60000000.0,2.1530305
46286427,9568,Brian Yuzna,The Dentist,0.0,1996-06-07,2500000.0,0.0
46287243,6935,Ariel Zeitoun,Yamakasi - Les samouraïs des temps modernes,0.0,2001-04-04,0.0,0.0
46287246,6935,Julien Seri,Yamakasi - Les samouraïs des temps modernes,0.0,2001-04-04,0.0,0.0
46287531,20641,Michael Landon Jr.,Love's Enduring Promise,0.0,2004-11-20,0.0,0.0
46287567,4550,Park Chan-wook,친절한 금자씨,23803308.0,2005-07-29,0.0,inf
46298151,10045,Pierre Morel,Banlieue 13,9584131.0,2004-11-09,12000000.0,0.7986775833333334
46300176,168705,Uwe Boll,BloodRayne,2405420.0,2005-10-22,25000000.0,0.0962168
46300528,1690,Eli Roth,Hostel,80578934.0,2005-01-06,4800000.0,16.787277916666667
46301068,10982,Cory Edwards,Hoodwinked!,51053787.0,2005-12-16,15000000.0,3.4035858
46301077,10982,Todd Edwards,Hoodwinked!,51053787.0,2005-12-16,15000000.0,3.4035858
46301086,10982,Tony Leech,Hoodwinked!,51053787.0,2005-12-16,15000000.0,3.4035858
46304713,834,Len Wiseman,Underworld: Evolution,111340801.0,2006-01-12,50000000.0,2.22681602
46307977,39345,Sean McNamara,Casper Meets Wendy,0.0,1998-09-08,0.0,0.0
46313323,21519,Jackie Chan,A計劃,0.0,1983-12-22,0.0,0.0
46313803,39788,Juliusz Machulski,Vinci,0.0,2004-09-17,0.0,0.0
46313857,24580,Val Guest,The Quatermass Xperiment,0.0,1955-08-26,0.0,0.0
46313985,11246,Rick Bota,Hellraiser: Hellseeker,0.0,2002-10-15,3000000.0,0.0
46320321,52728,Noriaki Yuasa,Daikaijû kûchûsen: Gamera tai Gyaosu,0.0,1967-03-15,0.0,0.0
46320497,7295,J.S. Cardone,8MM 2,0.0,2005-11-22,0.0,0.0
46321289,7509,Deepa Mehta,Water,10422387.0,2005-09-08,0.0,inf
46322585,36768,Ere Kokkonen,Uuno Turhapuro armeijan leivissä,0.0,1984-08-31,0.0,0.0
46322591,11183,Patrice Leconte,Les Bronzés,0.0,1978-11-01,0.0,0.0
46322655,11565,John Whitesell,Big Momma's House 2,138259062.0,2006-01-26,40000000.0,3.45647655
46325571,11283,Kirk Jones,Nanny McPhee,122489822.0,2005-10-21,25000000.0,4.89959288
46366395,16452,Michael Blieden,The Comedians of Comedy,0.0,2005-03-01,0.0,0.0
46366411,9286,James Wong,Final Destination 3,117719158.0,2006-02-10,25000000.0,4.70876632
46389739,12096,Shawn Levy,The Pink Panther,0.0,2006-01-18,0.0,0.0
46403489,33061,John Carl Buechler,Troll,5450815.0,1986-01-17,1100000.0,4.955286363636364
46404193,9975,Matthew O'Callaghan,Curious George,69834815.0,2006-02-10,50000000.0,1.3966963
46407505,10053,Simon West,When a Stranger Calls,66966987.0,2006-02-03,15000000.0,4.4644658
46407825,9682,Jim Sonzero,Pulse,29907685.0,2006-08-11,38000000.0,0.7870443421052632
46407945,18747,Johnnie To,黑社會,0.0,2005-05-14,0.0,0.0
46410429,14609,Curt Geda,Ultimate Avengers,6700000.0,2006-02-21,0.0,inf
46410437,14609,Steven E. Gordon,Ultimate Avengers,6700000.0,2006-02-21,0.0,inf
46410445,14609,Bob Richardson,Ultimate Avengers,6700000.0,2006-02-21,0.0,inf
46411389,950,Carlos Saldanha,Ice Age: The Meltdown,660940780.0,2006-03-23,80000000.0,8.26175975
46414077,15590,Catherine Cyran,The Prince & Me 2: The Royal Wedding,0.0,2006-02-21,0.0,0.0
46415625,18009,Rodman Flender,Leprechaun 2,2260622.0,1994-04-07,2000000.0,1.130311
46415665,19286,Brian Trenchard-Smith,Leprechaun 3,0.0,1995-07-04,0.0,0.0
46415818,19287,Brian Trenchard-Smith,Leprechaun 4: In Space,0.0,1996-12-25,0.0,0.0
46416170,18011,Rob Spera,Leprechaun in the Hood,0.0,2000-03-28,0.0,0.0
46416188,1379,Aki Kaurismäki,Laitakaupungin valot,1615018.0,2006-02-03,1380000.0,1.170302898550725
46416236,9792,Alexandre Aja,The Hills Have Eyes,69623713.0,2006-03-10,15000000.0,4.641580866666667
46420076,11573,Bud Yorkin,Inspector Clouseau,0.0,1968-07-19,0.0,0.0
46421004,46828,Blake Edwards,Son of the Pink Panther,2438031.0,1993-01-01,25000000.0,0.09752124
46421124,10292,Mary Lambert,Urban Legends: Bloody Mary,0.0,2005-07-19,3500000.0,0.0
46421316,3093,Michael Caton-Jones,Basic Instinct 2,38629478.0,2006-03-29,70000000.0,0.5518496857142857
46517220,4257,David Zucker,Scary Movie 4,178262620.0,2006-04-13,45000000.0,3.961391555555556
46517240,588,Christophe Gans,Silent Hill,97607453.0,2006-04-21,50000000.0,1.95214906
46533624,8982,Prachya Pinkaew,ต้มยำกุ้ง,27165581.0,2005-08-11,6000000.0,4.527596833333333
46556664,956,J.J. Abrams,Mission: Impossible III,397850012.0,2006-05-03,150000000.0,2.6523334133333334
47128200,31506,Fritz Lang,Die Nibelungen: Siegfried,0.0,1924-02-13,0.0,0.0
47128452,42512,Fritz Lang,Die Nibelungen: Kriemhilds Rache,0.0,1924-04-25,0.0,0.0
47128668,34019,Yôji Yamada,隠し剣 鬼の爪,0.0,2004-10-30,0.0,0.0
47128908,591,Ron Howard,The Da Vinci Code,767820459.0,2006-05-17,125000000.0,6.142563672
47202636,36668,Brett Ratner,X-Men: The Last Stand,459359555.0,2006-05-24,210000000.0,2.187426452380953
47760204,920,John Lasseter,Cars,461983149.0,2006-06-08,120000000.0,3.849859575
47760236,920,Joe Ranft,Cars,461983149.0,2006-06-08,120000000.0,3.849859575
47784780,58,Gore Verbinski,Pirates of the Caribbean: Dead Man's Chest,1065659812.0,2006-06-20,200000000.0,5.32829906
47795796,2295,Kevin Smith,Clerks II,26888376.0,2006-05-25,5000000.0,5.3776752
47795880,10007,Gregory Dark,See No Evil,0.0,2006-05-19,8000000.0,0.0
47796200,8997,Claudio Fäh,Hollow Man II,0.0,2006-05-23,0.0,0.0
47799656,10947,Kenny Ortega,High School Musical,0.0,2006-01-20,4200000.0,0.0
47800006,27320,Michael Cooney,Jack Frost 2: Revenge of the Mutant Killer Snowman,0.0,2000-01-01,0.0,0.0
47800021,9615,Justin Lin,The Fast and the Furious: Tokyo Drift,158468292.0,2006-06-03,85000000.0,1.864332847058824
47807189,9513,Tim Hill,Garfield: A Tail of Two Kitties,141702264.0,2006-06-15,0.0,inf
47820149,10770,Michele Lupo,Uno sceriffo extraterrestre - poco extra e molto terrestre,0.0,1979-08-10,0.0,0.0
47820189,1452,Bryan Singer,Superman Returns,391081192.0,2006-06-28,270000000.0,1.4484488592592593
47834013,36576,Blake Edwards,Curse of the Pink Panther,4491986.0,1983-08-12,11000000.0,0.4083623636363636
47835885,33005,J.T. Petty,Mimic: Sentinel,0.0,2003-04-14,0.0,0.0
47836605,32740,Rakesh Roshan,कृष,0.0,2006-06-23,0.0,0.0
47836645,54111,Min Kyu-dong,여고괴담 두번째 이야기,0.0,1999-12-24,0.0,0.0
47836648,54111,Kim Tae-yong,여고괴담 두번째 이야기,0.0,1999-12-24,0.0,0.0
47836915,1593,Shawn Levy,Night at the Museum,574480841.0,2006-10-20,110000000.0,5.2225531
47937715,1948,Brian Taylor,Crank,42931041.0,2006-08-31,12000000.0,3.57758675
47937751,1948,Mark Neveldine,Crank,42931041.0,2006-08-31,12000000.0,3.57758675
47979187,9762,Anne Fletcher,Step Up,114194847.0,2006-08-11,12000000.0,9.51623725
48008371,15049,Erik Canuel,Bon Cop Bad Cop,12671300.0,2006-07-06,8000000.0,1.5839125
48009379,58311,Johnnie To,Jin doi hou haap cyun,0.0,1993-09-30,0.0,0.0
48009382,58311,Ching Siu-Tung,Jin doi hou haap cyun,0.0,1993-09-30,0.0,0.0
48009595,18672,Ching Siu-Tung,笑傲江湖II東方不敗,0.0,1992-06-26,4439832.0,0.0
48009835,32761,Michael Haneke,Der siebente Kontinent,0.0,1989-05-19,0.0,0.0
48009841,5721,Russ Meyer,Vixen!,6000000.0,1968-10-15,76000.0,78.94736842105263
48010813,12094,Jeff Tremaine,Jackass Number Two,72778712.0,2006-09-22,11000000.0,6.616246545454546
48011092,15997,Roy Allen Smith,The Land Before Time II: The Great Valley Adventure,0.0,1994-12-12,0.0,0.0
48011173,7484,Jill Culton,Open Season,197309027.0,2006-09-29,85000000.0,2.3212826705882352
48011176,7484,Roger Allers,Open Season,197309027.0,2006-09-29,85000000.0,2.3212826705882352
48011179,7484,Anthony Stacchi,Open Season,197309027.0,2006-09-29,85000000.0,2.3212826705882352
48011632,10781,Jonathan Liebesman,The Texas Chainsaw Massacre: The Beginning,0.0,2006-10-06,16000000.0,0.0
48011932,1975,Takashi Shimizu,The Grudge 2,39143839.0,2006-10-13,20000000.0,1.95719195
48014200,8975,John Bonito,The Marine,22165608.0,2006-10-13,20000000.0,1.1082804
48017080,10070,John Gulager,Feast,658573.0,2005-10-14,0.0,inf
48018700,3683,Clint Eastwood,Flags of Our Fathers,65900249.0,2006-10-18,90000000.0,0.7322249888888889
48022732,5890,Shusuke Kaneko,あずみ２　Death or Love,0.0,2005-03-12,0.0,0.0
48022762,214,Darren Lynn Bousman,Saw III,163876815.0,2006-10-27,10000000.0,16.3876815
48023815,43071,Pascal Morelli,Corto Maltese : La cour secrète des Arcanes,0.0,2002-09-25,0.0,0.0
48024455,14620,John R. Leonetti,The Butterfly Effect 2,0.0,2006-10-10,0.0,0.0
