,pelicula_id,director,titulo_original,recaudacion,fecha_realizacion,presupuesto,ganancia
81404352,61108,Bruno Zincone,Emmanuelle 6,0.0,1988-07-06,0.0,0.0
81404464,40348,Bitto Albertini,Emanuelle nera,0.0,1975-11-27,0.0,0.0
81404716,39965,Joe D'Amato,Emanuelle nera: Orient reportage,0.0,1976-05-06,0.0,0.0
81405004,28682,Joe D'Amato,Emanuelle in America,0.0,1977-01-05,0.0,0.0
81405072,28324,Joe D'Amato,Emanuelle e gli ultimi cannibali,0.0,1977-10-21,0.0,0.0
81405264,28325,Joe D'Amato,Emanuelle - Perché violenza alle donne?,0.0,1977-09-16,0.0,0.0
81405372,28574,Bruno Mattei,Violenza in un carcere femminile,0.0,1982-11-10,0.0,0.0
81407676,259072,Valeri Milev,Wrong Turn 6: Last Resort,0.0,2014-08-22,1200000.0,0.0
81408828,30997,Umberto Lenzi,La casa 3,0.0,1988-05-21,0.0,0.0
81408844,13284,Walter P. Martishius,Barbie: Fairytopia,0.0,2005-03-08,0.0,0.0
81408896,196254,William Lau,Barbie: Mariposa and The Fairy Princess,0.0,2013-08-26,0.0,0.0
81409256,16962,William Lau,Barbie Fairytopia: Magic of the Rainbow,0.0,2007-01-01,0.0,0.0
81409320,13285,William Lau,Barbie Fairytopia: Mermaidia,0.0,2006-03-14,0.0,0.0
81409324,13285,Walter P. Martishius,Barbie Fairytopia: Mermaidia,0.0,2006-03-14,0.0,0.0
81409768,18198,Conrad Helten,Barbie Mariposa and Her Butterfly Fairy Friends,0.0,2008-02-08,0.0,0.0
81409849,249070,Aleksander Bach,Hitman: Agent 47,81967450.0,2015-08-20,35000000.0,2.3419271428571427
81899899,21671,Chad Callner,The Comedians of Comedy: Live at The Troubadour,0.0,2007-09-18,0.0,0.0
81900439,44683,Bradley Raymond,Tinker Bell and the Great Fairy Rescue,0.0,2010-08-13,0.0,0.0
81907927,314407,Billy Corben,Cocaine Cowboys: Reloaded,0.0,2014-04-08,0.0,0.0
81907928,254470,Elizabeth Banks,Pitch Perfect 2,287506194.0,2015-05-07,29000000.0,9.914006689655173
81912320,101652,Bitto Albertini,Giochi erotici nella terza galassia,0.0,1981-02-12,0.0,0.0
81912338,34312,Michael A. Simpson,Sleepaway Camp III: Teenage Wasteland,0.0,1989-02-05,0.0,0.0
81912390,145221,Tom Green,Monsters: Dark Continent,0.0,2014-10-09,0.0,0.0
81913443,21614,Priyadarshan,Hera Pheri,0.0,2000-03-31,0.0,0.0
81913451,28746,Jean LaFleur,"Ilsa, the Tigress of Siberia",0.0,1977-09-29,237000.0,0.0
81913511,65497,Steve Cohen,Martial Law,0.0,1991-05-16,0.0,0.0
81913719,94365,Tom Six,The Human Centipede 3 (Final Sequence),0.0,2015-05-22,0.0,0.0
81913732,5061,Gerald Thomas,Don't Lose Your Head,0.0,1966-12-10,0.0,0.0
81913792,5056,Ralph Thomas,Deadlier Than the Male,0.0,1967-02-12,0.0,0.0
81913927,26181,Ralph Thomas,Some Girls Do,0.0,1969-01-23,0.0,0.0
81914395,294544,Dana Brown,"On Any Sunday, The Next Chapter",0.0,2014-01-01,0.0,0.0
81914404,25936,Dmitriy Dyachenko,День радио,0.0,2008-03-08,4000000.0,0.0
81914416,20963,Oleg Fomin,День выборов,0.0,2007-01-01,0.0,0.0
81914435,20359,Neeraj Vora,Phir Hera Pheri,0.0,2006-06-09,0.0,0.0
81914487,14394,Ram Gopal Varma,Sarkar Raj,0.0,2008-06-06,820000.0,0.0
81914679,20968,Ram Gopal Varma,Sarkar,5900000.0,2005-07-01,1900000.0,3.1052631578947367
81914760,13179,Bradley Raymond,Tinker Bell,0.0,2008-10-27,48000000.0,0.0
81925704,43646,Neri Parenti,Le comiche,0.0,1990-01-01,0.0,0.0
81925723,43648,Neri Parenti,Le comiche 2,0.0,1991-10-19,0.0,0.0
81925740,43649,Neri Parenti,Le nuove comiche,0.0,1994-01-01,0.0,0.0
81925758,161545,Giulio Manfredonia,Tutto tutto niente niente,8927600.0,2012-11-30,5579750.0,1.6
81925846,146045,Arvo Kruusement,Sügis,0.0,1990-12-20,0.0,0.0
81925876,46809,Arvo Kruusement,Kevade,0.0,1969-12-20,0.0,0.0
81925960,146030,Arvo Kruusement,Suvi,0.0,1976-06-10,0.0,0.0
81926020,199374,Martin Miehe-Renard,Min søsters børn i Afrika,0.0,2013-01-30,0.0,0.0
81926164,9288,Gerry Lively,Dungeons & Dragons: Wrath of the Dragon God,0.0,2005-01-01,0.0,0.0
81935236,26357,Don Medford,To Trap a Spy,0.0,1964-01-01,0.0,0.0
81935276,58333,Anand L Rai,Tanu Weds Manu,252000.0,2011-03-25,400000.0,0.63
81937004,219572,Ding Sheng,警察故事2013,81170000.0,2013-12-24,0.0,inf
81963628,39060,Rudy Soedjarwo,Ada Apa Dengan Cinta?,0.0,2002-02-08,0.0,0.0
81963660,58404,Dino Risi,Operazione San Gennaro,0.0,1966-01-01,0.0,0.0
81963912,55960,Camillo Mastrocinque,"Totò, Peppino e... la malafemmina",0.0,1956-08-14,0.0,0.0
81963921,131634,Francis Lawrence,The Hunger Games: Mockingjay - Part 2,653428261.0,2015-11-18,160000000.0,4.08392663125
81980445,272878,Boaz Yakin,Max,43967255.0,2015-06-26,20000000.0,2.19836275
81985341,262504,Robert Schwentke,Allegiant,179246868.0,2016-03-09,110000000.0,1.6295169818181818
81987517,259316,David Yates,Fantastic Beasts and Where to Find Them,809342332.0,2016-11-16,180000000.0,4.496346288888889
82011565,38700,Joe Carnahan,Bad Boys for Life,0.0,2018-11-07,0.0,0.0
82011997,289239,Peter Hewitt,Mostly Ghostly: Have You Met My Ghoulfriend?,0.0,2014-09-02,0.0,0.0
82013113,24020,Steve Boyum,Johnny Tsunami,0.0,1999-07-24,0.0,0.0
82013167,62527,Eric Bross,Johnny Kapahala - Back on Board,0.0,2007-06-08,0.0,0.0
82013279,28601,Greg Beeman,Problem Child 3,0.0,1995-05-13,0.0,0.0
82013351,34766,Kenneth Johnson,Zenon: Girl of the 21st Century,0.0,1999-01-23,0.0,0.0
82013527,29742,Manny Coto,Zenon: The Zequel,0.0,2001-01-12,0.0,0.0
82013752,34765,Steve Rash,Zenon: Z3,0.0,2004-06-11,0.0,0.0
82013960,63178,Steno,Totò a Colori,0.0,1953-05-21,0.0,0.0
82013966,80374,Mario Monicelli,Totò e i re di Roma,0.0,1951-01-01,0.0,0.0
82013967,80374,Steno,Totò e i re di Roma,0.0,1951-01-01,0.0,0.0
82013972,51912,Steno,I Tartassati,0.0,1959-06-06,0.0,0.0
82014052,56920,Steno,Totò Diabolicus,0.0,1963-01-01,0.0,0.0
82014062,58701,Steno,I Due Colonnelli,0.0,1962-08-31,0.0,0.0
82014070,11048,Steno,Piedone lo sbirro,0.0,1973-10-25,0.0,0.0
82019190,11053,Steno,Piedone a Hong Kong,0.0,1975-06-26,0.0,0.0
82019510,11055,Steno,Piedone l'africano,0.0,1978-03-22,0.0,0.0
82020790,328111,Chris Renaud,The Secret Life of Pets,875457937.0,2016-06-18,75000000.0,11.672772493333332
82022774,18839,Kenji Kamiyama,攻殻機動隊 Stand Alone Complex The Laughing Man,0.0,2005-01-01,0.0,0.0
82025078,321068,Anne K. Black,Mythica: A Quest for Heroes,0.0,2014-12-08,0.0,0.0
82025690,47933,Roland Emmerich,Independence Day: Resurgence,389681935.0,2016-06-22,165000000.0,2.3617086969696968
82035338,188927,Justin Lin,Star Trek Beyond,343471816.0,2016-07-07,185000000.0,1.8566044108108108
82059152,30780,Po-Chih Leong,Cabin By The Lake,0.0,2000-02-01,0.0,0.0
82059280,19951,Vikram Bhatt,1920,0.0,2008-09-12,0.0,0.0
82059289,15724,Sammo Hung,鬼打鬼,731753.0,1980-12-24,0.0,inf
82059481,196032,Jens Jonsson,Snabba cash - Livet deluxe,0.0,2013-08-29,0.0,0.0
82079641,338100,Vince Marcello,Grace Stirs Up Success,0.0,2015-06-23,0.0,0.0
82079677,46513,John Alexander,The Shadow in the North,0.0,2007-09-15,0.0,0.0
82085977,5064,Gerald Thomas,Carry On Doctor,0.0,1967-12-02,0.0,0.0
82085991,19670,Rohit Shetty,Golmaal,0.0,2006-07-14,0.0,0.0
82086375,75744,Tigmanshu Dhulia,Saheb Biwi Aur Gangster,0.0,2011-09-23,0.0,0.0
82086735,44977,Vijay Krishna Acharya,धूम ३,91000000.0,2013-12-18,19500000.0,4.666666666666667
82086843,38594,Yoshihiro Ueda,DRAGONBALL オッス!帰ってきた孫悟空と仲間たち!,0.0,2008-10-01,0.0,0.0
82087041,14194,Sanjay Gadhvi,Dhoom 2,46396427.0,2006-11-24,11000000.0,4.217857
82087233,70006,Michael Jai White,Never Back Down 2: The Beatdown,0.0,2011-09-13,3000000.0,0.0
82087277,214756,Seth MacFarlane,Ted 2,217022588.0,2015-06-25,68000000.0,3.191508647058824
82089902,16318,Yoon Je-kyoon,색즉시공,0.0,2002-12-12,0.0,0.0
82090046,211672,Kyle Balda,Minions,1156730962.0,2015-06-17,74000000.0,15.631499486486486
82090054,211672,Pierre Coffin,Minions,1156730962.0,2015-06-17,74000000.0,15.631499486486486
82092222,264085,Nitesh Tiwari,भूतनाथ रिटर्न्स,0.0,2014-04-11,0.0,0.0
82092254,19792,Robert Iscove,Firestarter 2: Rekindled,0.0,2002-03-10,10000000.0,0.0
82092974,36896,John De Bello,Killer Tomatoes Eat France!,0.0,1992-11-18,0.0,0.0
82093226,21316,Roberts Gannaway,Leroy & Stitch,0.0,2006-06-23,0.0,0.0
82093229,21316,Tony Craig,Leroy & Stitch,0.0,2006-06-23,0.0,0.0
82093388,10578,Patrick Lussier,Dracula II: Ascension,0.0,2003-06-07,0.0,0.0
82093408,27847,Jeff Woolnough,Universal Soldier III: Unfinished Business,0.0,1999-12-01,0.0,0.0
82093696,14503,James Ryan,Bachelor Party 2: The Last Temptation,0.0,2008-03-11,6000000.0,0.0
82093822,14212,Joel Soisson,Pulse 2: Afterlife,0.0,2008-09-30,0.0,0.0
82093984,35626,Robert Hiltzik,Return to Sleepaway Camp,0.0,2008-11-04,4000000.0,0.0
82094668,15338,David M. Evans,Ace Ventura Jr: Pet Detective,0.0,2009-03-03,7500000.0,0.0
82094704,10704,Jeff Woolnough,Universal Soldier II: Brothers in Arms,0.0,1998-09-27,0.0,0.0
82094744,15262,Gary Jones,Boogeyman 3,0.0,2008-10-17,0.0,0.0
82095095,36692,Alan Mehrez,Bloodsport III,0.0,1996-12-05,0.0,0.0
82095119,206647,Sam Mendes,Spectre,880674609.0,2015-10-26,245000000.0,3.5945902408163266
82229579,36779,John De Bello,Killer Tomatoes Strike Back!,0.0,1991-11-14,0.0,0.0
82229691,17922,Osamu Dezaki,ゴルゴ13,0.0,1983-05-07,0.0,0.0
82231392,58188,Luigi Zampa,Il medico della mutua,0.0,1968-10-23,0.0,0.0
82231560,10579,Patrick Lussier,Dracula III: Legacy,0.0,2005-01-01,3500000.0,0.0
82232748,64325,Patrick Durham,Cross,0.0,2011-07-12,2000000.0,0.0
82234148,75623,Joe Nimziki,The Howling: Reborn,0.0,2011-10-18,0.0,0.0
82234168,14913,Jeff Betancourt,Boogeyman 2,0.0,2007-10-20,4500000.0,0.0
82234328,138372,Matthew Spradlin,Bad Kids Go To Hell,0.0,2012-12-07,0.0,0.0
82234436,60038,Alberto Sordi,Il tassinaro,0.0,1983-01-01,0.0,0.0
82234454,33274,Joe Whiteaker,Street Fighter: Round One - FIGHT!,0.0,2009-02-03,0.0,0.0
82234470,331446,Anthony C. Ferrante,Sharknado 3: Oh Hell No!,0.0,2015-07-22,0.0,0.0
82236162,297291,Mike Elliott,The Scorpion King: Quest for Power,0.0,2015-01-09,0.0,0.0
82236333,34509,Rocco Urbisci,George Carlin: Back in Town,0.0,1996-03-11,0.0,0.0
82236342,34513,Rocco Urbisci,George Carlin: You Are All Diseased,0.0,1999-02-06,0.0,0.0
82236351,14092,Mamoru Oshii,攻殻機動隊 2.0,0.0,2008-07-12,0.0,0.0
82236531,16774,Tad Stones,Hellboy Animated: Sword of Storms,0.0,2006-10-28,0.0,0.0
82236537,16774,Phil Weinstein,Hellboy Animated: Sword of Storms,0.0,2006-10-28,0.0,0.0
82237611,51786,Steve Loter,Kim Possible: A Sitch in Time,0.0,2004-10-21,0.0,0.0
82237851,23289,Thomas Villum Jensen,Anja og Viktor - Kærlighed ved første hik,0.0,1999-10-15,0.0,0.0
82237875,26809,Kevin Deters,Prep & Landing,0.0,2009-12-24,0.0,0.0
82237878,26809,Stevie Wermers,Prep & Landing,0.0,2009-12-24,0.0,0.0
82238055,42979,Seth Green,Robot Chicken: Star Wars,0.0,2007-07-17,0.0,0.0
82238145,60293,Scott Jeralds,Tom and Jerry: Shiver Me Whiskers,0.0,2006-08-21,0.0,0.0
82238199,335753,John R. Walker,The Amityville Playhouse,0.0,2015-06-23,0.0,0.0
82238222,204912,Douglas Schwartz,Thunder in Paradise,0.0,1993-09-22,0.0,0.0
82238249,36218,Kunihiko Yuyama,劇場版ポケットモンスターアドバンスジェネレーション 七夜の願い星 ジラーチ,0.0,2003-07-19,0.0,0.0
82241321,5086,Joe D'Amato,Quest for the Mighty Sword,0.0,1990-01-01,0.0,0.0
82241353,139659,Charles Band,Puppet Master X: Axis Rising,0.0,2012-09-15,0.0,0.0
82241359,16846,Pieter Christian Colson,Gingerdead Man 2: Passion of the Crust,0.0,2008-07-04,0.0,0.0
82241361,16846,Silvia St. Croix,Gingerdead Man 2: Passion of the Crust,0.0,2008-07-04,0.0,0.0
82241463,110588,William Butler,Gingerdead Man 3: Saturday Night Cleaver,0.0,2011-09-13,0.0,0.0
82241466,110588,Silvia St. Croix,Gingerdead Man 3: Saturday Night Cleaver,0.0,2011-09-13,0.0,0.0
82241643,231082,Charles Band,Gingerdead Man vs. Evil Bong,0.0,2013-10-29,0.0,0.0
82241691,182873,James Nunn,Green Street Hooligans: Underground,0.0,2013-01-01,0.0,0.0
82241787,296099,John Francis Daley,Vacation,104384188.0,2015-07-28,31000000.0,3.367231870967742
82241790,296099,Jonathan M. Goldstein,Vacation,104384188.0,2015-07-28,31000000.0,3.367231870967742
82242597,227679,Kunihiko Yuyama,神速のゲノセクト ミュウツー覚醒,50000000.0,2013-07-13,0.0,inf
82245477,39057,Kunihiko Yuyama,アルセウス 超克の時空へ,50673078.0,2009-07-18,0.0,inf
82246245,25961,Kunihiko Yuyama,ディアルガVSパルキアVSダークライ,42238454.0,2007-07-14,0.0,inf
82247141,34067,Kunihiko Yuyama,劇場版ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,0.0,2005-07-16,0.0,0.0
82247147,34067,Darren Dunstan,劇場版ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,0.0,2005-07-16,0.0,0.0
82247501,226140,Jen Soska,See No Evil 2,0.0,2014-10-20,0.0,0.0
82247503,226140,Sylvia Soska,See No Evil 2,0.0,2014-10-20,0.0,0.0
82247637,228358,Dallas Richard Hallam,The Pact II,0.0,2014-09-05,0.0,0.0
82247640,228358,Patrick Horvath,The Pact II,0.0,2014-09-05,0.0,0.0
82247781,309063,Israel Luna,The Ouija Experiment 2: Theatre of Death,0.0,2015-01-13,0.0,0.0
82247786,105680,Pang Ho-cheung,春嬌與志明,0.0,2012-03-30,0.0,0.0
82247938,309887,Craig Moss,Bad Asses on the Bayou,0.0,2015-03-06,5300000.0,0.0
82249570,33723,Danny Pang,Gin Gwai 10,0.0,2005-03-24,0.0,0.0
82249588,33723,Oxide Pang Chun,Gin Gwai 10,0.0,2005-03-24,0.0,0.0
82250650,209112,Zack Snyder,Batman v Superman: Dawn of Justice,873260194.0,2016-03-23,250000000.0,3.493040776
82299898,286548,Wych Kaosayananda,TEKKEN: A Man Called X,0.0,2014-08-12,0.0,0.0
82299928,118406,Hayato Date,Road to Ninja: Naruto the Movie,17322136.0,2012-07-28,0.0,inf
82306200,41993,Pang Ho-cheung,志明與春嬌,0.0,2010-03-25,0.0,0.0
82306371,24686,Marius Balchunas,Lyubov V Bolshom Gorode,9112193.0,2009-03-05,3500000.0,2.6034837142857143
82307019,343977,Spike Brandt,Tom and Jerry Spy Quest,0.0,2015-06-09,0.0,0.0
82307049,343977,Tony Cervone,Tom and Jerry Spy Quest,0.0,2015-06-09,0.0,0.0
82309899,72972,Spike Brandt,Tom and Jerry & The Wizard of Oz,0.0,2011-08-23,0.0,0.0
82309903,72972,Tony Cervone,Tom and Jerry & The Wizard of Oz,0.0,2011-08-23,0.0,0.0
82309995,14787,James T. Walker,Tom and Jerry: The Magic Ring,0.0,2002-03-12,0.0,0.0
82310319,42246,Bill Kopp,Tom and Jerry: The Fast and the Furry,0.0,2005-10-11,0.0,0.0
82310436,43956,Spike Brandt,Tom and Jerry Meet Sherlock Holmes,0.0,2010-08-24,0.0,0.0
82310448,43956,Jeff Siergey,Tom and Jerry Meet Sherlock Holmes,0.0,2010-08-24,0.0,0.0
82310940,199753,Spike Brandt,Tom and Jerry's Giant Adventure,0.0,2013-08-04,0.0,0.0
82310942,199753,Tony Cervone,Tom and Jerry's Giant Adventure,0.0,2013-08-04,0.0,0.0
82311020,139374,Kad Merad,Mais qui a re-tué Pamela Rose?,0.0,2012-12-02,9000000.0,0.0
82311026,139374,Olivier Baroux,Mais qui a re-tué Pamela Rose?,0.0,2012-12-02,9000000.0,0.0
82311596,39408,John Sherwood,The Creature Walks Among Us,0.0,1956-04-26,0.0,0.0
82311648,115290,Jake Newsome,Blue Lagoon: The Awakening,0.0,2012-06-16,0.0,0.0
82312656,207454,Walter Klenhard,Mystery Woman,0.0,2003-08-31,0.0,0.0
82312791,264999,Gregory Jacobs,Magic Mike XXL,122513057.0,2015-07-01,14800000.0,8.277909256756757
82314735,65973,Shigeyasu Yamauchi,Dragon Ball: Sūpā Saiyajin Zetsumetsu Keikaku,0.0,1993-08-06,0.0,0.0
82314843,303857,Tadayoshi Yamamuro,ドラゴンボールZ 復活の「F」,61768190.0,2015-04-18,5000000.0,12.353638
82317659,85038,Luca Miniero,Benvenuti al nord,35000000.0,2012-01-18,6000000.0,5.833333333333333
82317723,58444,Fausto Brizzi,Femmine contro maschi,0.0,2011-02-04,0.0,0.0
82318219,22182,Claudio Cupellini,Lezioni di cioccolato,0.0,2007-11-23,0.0,0.0
82318236,56014,Fausto Brizzi,Maschi Contro Femmine,0.0,2010-10-27,0.0,0.0
82318506,15681,Fausto Brizzi,Ex,0.0,2009-02-06,10000000.0,0.0
82322806,56339,Giulio Manfredonia,Qualunquemente,0.0,2011-01-21,0.0,0.0
82322823,18441,Sean Tretta,Death of a Ghost Hunter,0.0,2007-10-28,0.0,0.0
82322839,336560,A.B. Stone,Lake Placid vs. Anaconda,0.0,2015-04-25,0.0,0.0
82323847,40039,Gary Jones,Spiders,0.0,2000-01-01,0.0,0.0
82323928,335970,Fred Wolf,Joe Dirt 2: Beautiful Loser,0.0,2015-07-16,0.0,0.0
82324019,120475,Yoshihiro Ueda,ドラゴンボール エピソード オブ バーダック,0.0,2011-12-17,0.0,0.0
82324064,60843,Kitarou Kousaka,茄子 アンダルシアの夏,0.0,2003-06-26,0.0,0.0
82324067,83473,Allen Kellogg,7 Nights Of Darkness,0.0,2011-11-08,0.0,0.0
82324071,3602,Sylvain White,I'll Always Know What You Did Last Summer,0.0,2006-06-24,0.0,0.0
82324080,62931,Fuminori Kizaki,Afro Samurai,0.0,2007-01-04,0.0,0.0
82325680,336211,Anand L Rai,Tanu Weds Manu Returns,0.0,2015-05-22,0.0,0.0
82325708,348191,Kevin McDonagh,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,0.0,2015-06-18,0.0,0.0
82325768,71392,Charlie Vaughn,Vampire Boys,0.0,2011-01-01,0.0,0.0
82325775,19725,Gerald Thomas,Carry On Columbus,0.0,1992-10-02,0.0,0.0
82325843,40127,Tanit Jitnukul,Art Of The Devil,0.0,2004-05-14,0.0,0.0
82326167,14021,Renpei Tsukamoto,着信アリ2,0.0,2005-02-05,0.0,0.0
82326815,55470,Manabu Asô,着信アリFinal,0.0,2006-06-24,0.0,0.0
82328030,69599,Johnny Mak,Sheng gang qi bing,0.0,1984-07-11,0.0,0.0
82328165,256040,S.S. Rajamouli,Baahubali: The Beginning,100000000.0,2015-07-10,40000000.0,2.5
82329189,16808,Kunihiko Yuyama,Pokémon Ranger and the Temple of the Sea,0.0,2006-07-15,0.0,0.0
82329237,212996,Lawrence Ah Mon,五億探長雷洛傳：雷老虎,0.0,1991-09-18,0.0,0.0
82329509,294562,Mike Mendez,Lavalantula,0.0,2015-08-08,0.0,0.0
82330445,344147,Kevin O'Neill,Sharktopus vs. Whalewolf,0.0,2015-07-19,6000000.0,0.0
82330913,60898,Lam Nai-Choi,Liao zhai yan tan,0.0,1987-10-01,0.0,0.0
82330976,8460,Joe Chappelle,The Skulls II,0.0,2002-04-09,3800000.0,0.0
82331840,10594,J. Miles Dale,The Skulls III,0.0,2004-03-23,0.0,0.0
82332002,212168,Kazuchika Kise,攻殻機動隊ARISE border : 2 Ghost Whispers,0.0,2013-11-29,0.0,0.0
82332022,212168,Atsushi Takeuchi,攻殻機動隊ARISE border : 2 Ghost Whispers,0.0,2013-11-29,0.0,0.0
82339202,240341,Kazuchika Kise,攻殻機動隊ARISE border : 3 Ghost Tears,0.0,2014-06-28,0.0,0.0
82341452,279254,Kazuchika Kise,攻殻機動隊ARISE border : 4 Ghost Stands Alone,0.0,2014-09-06,0.0,0.0
82341464,279254,Susumu Kudo,攻殻機動隊ARISE border : 4 Ghost Stands Alone,0.0,2014-09-06,0.0,0.0
82345196,209049,Jingming Guo,小时代,79.0,2013-06-27,0.0,inf
82345763,211711,Jingming Guo,小时代2：青木时代,47.0,2013-08-07,0.0,inf
82346015,270842,Jingming Guo,小时代3：刺金时代,0.0,2014-07-17,0.0,0.0
82346143,49321,Mario Monicelli,Brancaleone alle crociate,0.0,1970-03-08,0.0,0.0
82346167,41669,Domenico Saverni,Fantozzi 2000 - La clonazione,0.0,1999-12-23,0.0,0.0
82346186,41668,Neri Parenti,Fantozzi - Il ritorno,0.0,1996-12-20,0.0,0.0
82346357,41665,Neri Parenti,Fantozzi In Paradiso,0.0,1993-01-01,0.0,0.0
82346367,37770,Neri Parenti,Fantozzi alla riscossa,0.0,1990-01-15,0.0,0.0
82346387,41664,Neri Parenti,Fantozzi va in pensione,0.0,1988-12-22,0.0,0.0
82346403,38315,Neri Parenti,Scuola di ladri - Parte seconda,0.0,1987-09-22,0.0,0.0
82346409,38313,Neri Parenti,Scuola di ladri,0.0,1986-09-25,0.0,0.0
82346419,38310,Neri Parenti,I pompieri,0.0,1985-01-01,0.0,0.0
82346432,26285,Neri Parenti,Fantozzi subisce ancora,0.0,1983-01-01,0.0,0.0
82346450,24161,Nanni Loy,Amici miei - Atto III°,0.0,1985-01-01,0.0,0.0
82346461,220436,Torgny Wickman,Ur kärlekens språk,0.0,1969-10-02,0.0,0.0
82346465,342917,Butch Lukic,Batman Unlimited: Monster Mayhem,0.0,2015-08-18,0.0,0.0
82346555,277217,Kenny Ortega,Descendants,0.0,2015-07-31,0.0,0.0
82346779,192911,Steve Ball,Monster High: Scaris City of Frights,0.0,2013-03-03,0.0,0.0
82346781,192911,Andrew Duncan,Monster High: Scaris City of Frights,0.0,2013-03-03,0.0,0.0
82346787,15657,Brian Smith,Tarzan II,0.0,2005-06-13,0.0,0.0
82346859,47292,Kunihiko Yuyama,Gekijô ban poketto monsutâ: Daiyamondo & Pâru - Giratina to sora no hanataba Sheimi,0.0,2008-07-19,0.0,0.0
82346868,25161,Rocco Urbisci,George Carlin: Jammin' in New York,0.0,1992-04-24,0.0,0.0
82346877,39229,Yoshiyuki Tomino,機動戦士ガンダムII：哀戦士編,0.0,1981-07-11,0.0,0.0
82346883,39229,Yoshikazu Yasuhiko,機動戦士ガンダムII：哀戦士編,0.0,1981-07-11,0.0,0.0
82347885,39230,Yoshiyuki Tomino,機動戦士ガンダム III めぐりあい宇宙編,0.0,1982-03-13,0.0,0.0
82347891,39230,Yoshikazu Yasuhiko,機動戦士ガンダム III めぐりあい宇宙編,0.0,1982-03-13,0.0,0.0
82348893,25423,Philip Spink,Kung Fu Killer,0.0,2008-08-17,0.0,0.0
82349757,252520,Hiroaki Ando,ショート・ピース,0.0,2013-07-20,0.0,0.0
82349758,252520,Shuhei Morita,ショート・ピース,0.0,2013-07-20,0.0,0.0
82349759,252520,Katsuhiro Ōtomo,ショート・ピース,0.0,2013-07-20,0.0,0.0
82349760,252520,Hajime Katoki,ショート・ピース,0.0,2013-07-20,0.0,0.0
82349761,7092,Sharon Bridgeman,Van Helsing: The London Assignment,0.0,2004-05-11,0.0,0.0
82350177,154207,Victor Cook,Hellboy Animated: Iron Shoes,0.0,2007-06-12,0.0,0.0
82350179,25180,Stefan Scaini,Anne Of Green Gables: The Continuing Story,0.0,2000-07-23,1100000.0,0.0
82350467,29055,Stanley Yung,Sting of the Black Scorpion,0.0,2002-11-06,0.0,0.0
82350503,27010,Jonathan Winfrey,Black Scorpion,0.0,1995-08-22,0.0,0.0
82350587,29054,Jonathan Winfrey,Black Scorpion II: Aftershock,0.0,1997-05-13,0.0,0.0
82350843,20435,David Jackson,Death Train,0.0,1993-04-14,0.0,0.0
82352787,51881,Ronald F. Maxwell,The Parent Trap II,0.0,1986-07-26,0.0,0.0
82352791,278604,Dominic Polcino,"Family Guy Presents: Something, Something, Something, Dark Side",0.0,2009-10-17,0.0,0.0
82352953,105073,Lynn Shores,The Shadow Strikes,0.0,1937-10-29,0.0,0.0
82352972,13204,Victor Cook,Hellboy Animated: Blood and Iron,0.0,2007-03-10,0.0,0.0
82352979,13204,Tad Stones,Hellboy Animated: Blood and Iron,0.0,2007-03-10,0.0,0.0
82354246,23280,William Clemens,Nancy Drew... Reporter,0.0,1939-02-18,0.0,0.0
82354822,283445,Ciaran Foy,Sinister 2,52882018.0,2015-08-19,10000000.0,5.2882018
82355900,52485,Frank Zuniga,Further Adventures of the Wilderness Family,0.0,1978-11-15,0.0,0.0
82355928,200580,Donovan Marsh,Spud 2: The Madness Continues,0.0,2013-06-06,0.0,0.0
82355996,124471,Wuershan,Painted Skin: The Resurrection,0.0,2012-06-28,0.0,0.0
82356116,257932,Yuefeng Song,Dragon Nest: Warriors' Dawn,0.0,2014-05-20,40000000.0,0.0
82361300,23903,Norton Virgien,Curious George 2: Follow That Monkey!,0.0,2009-10-27,0.0,0.0
82361912,135858,Gerry Lively,Dungeons & Dragons: The Book of Vile Darkness,0.0,2012-08-08,12000000.0,0.0
82362616,45940,Satyajit Ray,সীমাবদ্ধ,0.0,1971-09-24,0.0,0.0
82362622,152042,Akiyuki Shinbo,劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,0.0,2012-10-05,0.0,0.0
82362625,152042,Yukihiro Miyamoto,劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,0.0,2012-10-05,0.0,0.0
82362856,13430,Takashi Yamazaki,Always san-chôme no yûh,33053559.0,2005-11-11,0.0,inf
82362888,295830,Shinji Higuchi,進撃の巨人 ATTACK ON TITAN,0.0,2015-08-12,0.0,0.0
82368488,30575,Hiroki Shibata,Gekijô-ban - Bishôjo senshi Sêrâ Mûn S,0.0,1994-10-02,0.0,0.0
82368623,37100,Kunihiko Ikuhara,劇場版 美少女戦士セーラームーンＲ,0.0,1993-12-05,0.0,0.0
82369327,28460,Hiroki Shibata,美少女戦士セーラームーンSuperS セーラー９戦士集結！ブラック・ドリーム・ホールの奇跡,0.0,1995-12-23,0.0,0.0
82369453,94052,Aleksandr Adabashyan,Азазель,0.0,2002-03-10,0.0,0.0
82369678,53129,Dzhanik Fayziev,Турецкий гамбит,0.0,2005-02-22,0.0,0.0
